image_id,description
1051826.jpg,a painting of a street scene with a red chair
204_215.png,a painting with multiple colors and lines
200_6.jpg,the virgin with the child
1051927.jpg,a painting of a city with a castle in the background
1036835.jpg,"a painting of a table with a vase, a bowl of flowers and a teapot"
71726.jpg,a black and white painting on a white background
57977.jpg,a painting of a crowd of people and horses
47171.jpg,a river landscape with fishermen by a cottage
alfred-sisley_the-loing-canal-1884.jpg,the seine at argent by claude claude
435_3.jpg,a painting of a tree on a beach
271.png,a group of people sitting around a fire
151_3.jpg,a wooden icon of the virgin mary
69371.jpg,a drawing of a family in a room
529_2.jpg,a painting of a house and a garden
11697.jpg,a collection of chinese paintings
96908.jpg,a painting of a city with buildings and buildings
58_18.png,"a painting with a red, yellow and blue square"
51889.jpg,a painting of a woman in a red dress
23136.jpg,a painting of a man and a horse
90937.jpg,a painting with red and pink paint on it
28_55.png,a painting of a man and woman in front of a wall
42397.jpg,a drawing of a man holding a sword
0174.jpg,a painting of a woman in a blue dress
30774.jpg,a portrait of a man in a black coat
14151.jpg,a painting of a sun and flowers
00000033_(4).jpg,a painting of a landscape with mountains in the background
362_5.jpg,a painting of a woman in a white dress
260_0.png,a painting of a hole in the wall
1362_4.jpg,a painting of a woman in a yellow dress
28673.jpg,a painting of two people in a garden
37895.jpg,a painting of a forest with trees and a stream
10288_mainfoto_05_1.jpg,a painting of a river with people on it
28796.jpg,a painting of a building with a person walking on the sidewalk
23_79.png,a painting with a square in the middle
756.jpg,a painting of a woman in a blue shirt
6b51db346c.jpg,a ra ra ra ra ra ra ra ra ra ra ra ra ra ra ra ra ra ra
331_11.png,a blue and gold striped fabric
41139.jpg,a drawing of a man in a black and white photo
7da246bc99.jpg,a white horse standing in a pen
55927.jpg,a painting of two horses pulling a cart
00000300_(2).jpg,a coral reef in the ocean
3596_mainfoto_05_1.jpg,a statue of a man holding a fish
79660.jpg,a drawing of a bird with a yellow beak
childe-hassam_blossoming-trees.jpg,a painting of a tree in bloom
alfred-sisley_cliffs-at-penarth-evening-low-tide-1897.jpg,a painting of a cliff on the ocean
00000144_(4).jpg,a beach with sand and a mountain in the background
60161.jpg,a painting of a river with buildings in the background
1 (1923).jpg,a man with fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr
1099098.jpg,a painting of purple flowers in a vase
1480892921368423558.jpg,a display of flowers in white pots
24838.jpg,a painting of a beach scene with a boat in the water
58220.jpg,a painting of a field with trees and a road
203_2.jpg,a bronze figure of a woman
289_12.png,a painting of wavy lines on a white background
23753.jpg,a painting of a nude woman in a black dress
21102.jpg,a painting of a man and woman
1324.jpg,a painting of a man in armor
georges-seurat_cadet-from-saint-cyr-1884.jpg,a painting of a person walking on a path
3323.jpg,a woman laying on top of a bed
61936.jpg,a painting of a woman laying on the ground
40031.jpg,a painting of a boy with a sword
35094.jpg,a painting of a woman in a yellow jacket
98383.jpg,a painting of a building with a clock tower
11106821.jpg,a painting of a street in the old town of ville - sur - ro
0818_1.jpg,a painting of a man on a horse with a bird flying above him
5055.jpg,a painting of people in a street
22810.jpg,still life with fruit and flowers by henri
15442.jpg,a painting of a road with trees and hills in the background
166_21.png,a painting of a bird with a red and blue wing
81748.jpg,a painting of a canal with buildings in the background
177_10.png,a painting of a group of people
55694.jpg,a painting of a city with boats and buildings
59409.jpg,a drawing of a woman and two children
1033177.jpg,a painting of a flower on a piece of paper
30298.jpg,a painting of three squares with one square on top
193_10.png,a painting with many different colored shapes
45100.jpg,a painting of a woman sitting on a chair
42717.jpg,a painting of a street with buildings and trees
gustave-courbet_the-valley-of-the-loue-in-stormy-weather-1849.jpg,a painting of a castle in the distance
54239.jpg,a painting of a sunset over a lake
30002403.jpg,a painting of a man reading to a woman
53634.jpg,a blue and red painting on a white background
180_4.png,a painting of a group of people
18_1.jpg,a sculpture of a woman with a veil on her head
32517.jpg,a painting of a tree in a field
38_28.png,a painting of a deer with a blue and yellow background
40232.jpg,a painting of people in a field
102_26.png,a drawing of a bridge with a car parked under it
400_3.jpg,a white marble bust of a man
38406.jpg,a painting of a city street with people walking on it
16_35.png,a painting of a woman with a green dress
1102417.jpg,a painting of flowers on a table
3168.jpg,a painting of a person walking down a street
78749.jpg,a painting of a city with roofs and buildings
30002430.jpg,the adoration of the cross by giovanni de vecchi
t3_sfftf9.jpg,a painting of two onions on a ease
39_1.png,a book with a white letter on it
20192.jpg,the lame of the virgin by giovanni de vecchi
30003466.jpg,"the adoration of the cross, fresco, fresco, fresco, fresco, fresco, fresco,"
1039117.jpg,a painting of a man with a bunch of flowers and birds
