image_id,description
173_0.png,a painting of a group of people
57323.jpg,the baptism of christ by caravaon
60001145.jpg,a painting of a building with a yellow wall
claude-monet_camille-monet-in-the-garden-at-the-house-in-argenteuil.jpg,a painting of a woman walking down a path
86052.jpg,two panels of the cra of the cra
366.jpg,"the virgin of the virgin, painted by the artist, is shown in this painting"
1030615.jpg,a painting of flowers in a vase on a table
1087178.jpg,a painting of a man sitting on a bench
203_10.png,a painting with squares on it
0872.jpg,a painting of two people in a room
16819.jpg,a drawing of a woman with a hat
1937.jpg,a painting of a woman walking down a path
1121072.jpg,a painting of a road in a field
t3_urmdga_1.jpg,a skull and roses on a black background
344_2.png,a red and green tile with geometric designs
19654.jpg,a painting of a woman sitting on a chair
1048350.jpg,a painting of flowers in a vase on a table
43008.jpg,a painting of a man holding a flag
t3_ove9vs_1.jpg,a painting of a spider and a spider
46699.jpg,a painting of orange and green paint on a green background
43_10.png,a painting on a white surface with red and black squares
1080991.jpg,still life with fruit and fruit on a table
57833.jpg,a painting of a man in uniform with a skull
30176.jpg,a painting of a street with trees and buildings
56860.jpg,a bearded man with a long beard
4691.jpg,a painting of a woman in a red dress
58180.jpg,a painting of a landscape with hills and trees
0016_1.jpg,a painting of a man in a yellow vest and red vest
64019.jpg,a drawing of an angel playing a guitar
9_70.png,"a painting with green, blue and red squares"
94618.jpg,"a painting with a large, abstract design"
38019.jpg,a drawing of a man in a hat
313_7.png,a drawing of a square with a line drawn across it
1 (1198).jpg,a young man with a short haircut
t3_v4zbxa_1.jpg,a painting of a river with trees and flowers
water-lilies-left-half-1920.jpg,a painting with a lot of color
48021.jpg,a painting of people walking through a building
11107833.jpg,a painting of a city street with buildings
71705.jpg,a painting of a town with mountains in the background
184 20.26.19_2.jpg,a painting of a woman holding a child
00000042_(6).jpg,a view of the mountains from the trail
241_7.jpg,the cover of the book the holy life of the virgin
34903.jpg,a painting of people on the beach
58765.jpg,a painting of a landscape with a village in the background
43034.jpg,a painting of a man in a grey suit
1083572.jpg,a painting of flowers in a vase on a table
71_70.png,"a painting of a green, red and blue square"
1055668.jpg,a painting of a road with trees and buildings
24966.jpg,a drawing of a man in a black coat
32072.jpg,a drawing of jesus on the cross
00000285_(4).jpg,the ocean is chop
65_20.png,a black and white drawing of a geometric pattern
1085503.jpg,a painting of flowers in a vase on a table
44545.jpg,a painting of trees and a mountain
49236.jpg,a painting of trees in the distance
34649.jpg,a painting of a castle by a river
t3_v128my.jpg,a painting of a field with trees and a windmill
30000618.jpg,a painting of a woman holding a sign
98761.jpg,a book with a painting on it
27249.jpg,a painting of a girl holding a flower
1120548.jpg,a still - life with a violin and other instruments
0421_3.jpg,a painting of a man in a red cloak
55776.jpg,a painting of a woman in a garden
64697.jpg,a painting of a waterfall in the woods
1088750.jpg,a painting of a table with fruit and fruit
1120623.jpg,a painting of a woman in a green dress
87693.jpg,a painting of a woman in a red dress
713_5.jpg,the icon of the mother of the mother of the mother of the mother of the mother of the
13767.jpg,a painting of a path through trees
123_1.jpg,"two sand sculptures of two faces, one with a finger in the other's mouth"
1508_5.jpg,a painting of people sitting outside a house
9254.jpg,a painting of a group of women in a wooded setting
t3_py7fkh_1.jpg,a table with a bunch of assed items
19875.jpg,a painting of two women in a wooded
4164.jpg,the adoration by retti
19480.jpg,a painting of a wave crashing over rocks
394_5.png,a colorful pattern with squares and squares on a white background
gustave-courbet_deer-s-shelter-in-winter.jpg,a painting of a snowy scene with trees
0622_1.jpg,a painting of two people in a room
0505_1.jpg,portrait of a boy
211_29.png,a black and white photograph of a person's hand
88033.jpg,the adoration of the virgins
100327.jpg,a painting of boats in the water near a city
00000131_(5).jpg,a close up of a leaf with a blue sky in the background
276_21.png,a painting on a wall with a white brick wall
1233_4.jpg,a miniature portrait of a lady
1011630.jpg,a painting of flowers and a boat in the water
14745.jpg,a painting of people walking down a street
24020.jpg,a painting of a field with trees and flowers
18567.jpg,a painting of a family in a room
183_38.png,a white and blue sculpture in a room
40004283.jpg,the saint with the skull of st francis
43416.jpg,a painting of a man and woman in a blue background
94710.jpg,a drawing of a factory with a train passing by
337_1.png,a white square with a small square in the middle
20001192.jpg,a city at night with lights reflecting in the water
60019.jpg,a painting of a man and a woman
54218.jpg,a painting of fruit and flowers on a table
25971.jpg,a black and white photo of a man with a beard
30003511.jpg,"the adoration of the cross, c 1475 - 150"
