image_id,description
t3_ql3ug6_1.jpg,a painting of a black cat with a yellow eye
00000311_(3).jpg,a green hill with a few clouds in the sky
1091423.jpg,a painting of flowers in a vase on a table
385_27.png,a painting of a burger on a plate
1520_1.jpg,a painting of a man with a feathered hat
claude-monet_the-seine-at-port-villez-1883.jpg,a painting of a mountain with trees and water
23214.jpg,a painting of a man in a boat
22664.jpg,a yellow and black abstract painting on a white background
1053191.jpg,a painting of flowers in a vase on a table
30003418.jpg,a painting of a woman in a window
57462.jpg,a colorful striped bag with a black handle
claude-monet_the-seine-and-the-chaantemesle.jpg,a painting of a river with trees and a mountain in the background
156_1.png,a painting with many different colors and shapes
20730.jpg,a painting of people sitting in front of a house
212_10.png,a painting of a blue sky with lots of colorful paint
67_18.png,"a painting of a square with a red, yellow and blue block"
Vase with Red Gladioli 3.jpg,a painting of a vase with flowers in it
48669.jpg,a portrait of a man with a black hair
335_2.jpg,a painting of a woman holding a cat
alfred-sisley_two-women-walking-along-the-riverbank-1885.jpg,a painting of trees and a man in the distance
35397.jpg,a painting of a river with a house and a stream
88442.jpg,a painting of a woman holding a baby
15050.jpg,a painting of people on a beach
t3_vafoki_1.jpg,a painting of a sunset over the ocean
0258_1.jpg,a painting of a man in a blue coat
16157.jpg,the creation of adam by sandro
63810.jpg,a painting of a man in a fur coat
2_141.png,a painting with a white background and a black and red circle
19651.jpg,a painting of flowers in a garden
57700.jpg,a painting of a tree in the distance
64071.jpg,a painting of two men in a boat
86413.jpg,a painting of a city with buildings and a cat
113_1.png,a painting of a striped curtain
44283.jpg,"the place de la repe, paris by claude - jean - louis"
1480895271059444449.jpg,a woman looking at a sculpture
37256.jpg,a painting of a house in the distance
1083_1.jpg,a landscape with figures and figures by a river
t3_v5qnvn.jpg,a painting of a lake with trees and buildings
69700.jpg,a painting of a woman laying on a bed
51143.jpg,a painting of a castle in the distance
28948.jpg,a painting of a man riding a horse
1011361.jpg,a view of the town of krakow by ivan ivanov ivanovevichichevichichevichichevichich
53699.jpg,a painting of a mountain with a lake in the background
1012512.jpg,a painting of a city with a moon in the sky
maurice-prendergast_salem-massachusetts.jpg,a painting of trees and a lake
238_3.jpg,a statue of a bull with a bull on it's back
97714.jpg,a purple and orange striped rug
61686.jpg,a painting of a man and woman in a kitchen
camille-pissarro_poplars-afternoon-in-eragny-1899.jpg,a painting of a woman in a field
56680.jpg,a painting of a red square with a white border
1109_4.jpg,a painting of a man in a green coat
Abstract_image_2694.jpg,a painting of a cat with a pink ball
18624.jpg,a woman in red sweater and scarf sitting on a chair
54767.jpg,a painting of a table with a bowl and a bowl
389_10.png,a black and white rug with white stripes
39.jpg,a group of five white deers sitting on a wooden table
60812.jpg,a painting of two children sitting on a couch
166_27.png,a painting of a mouse in a blue background
10724.jpg,a painting of a snowy landscape
1038034.jpg,a painting of flowers in a vase on a table
2295_1.jpg,a painting of a man with a feathered hat
41000.jpg,a painting of a man and woman in a room
45532.jpg,the bridge at argent by paul - auguste - auguste - auguste - auguste - auguste - auguste -
89725.jpg,still life with fruit and fruit
270_2.jpg,the icon of person
32398.jpg,a little girl standing in front of a door
26648.jpg,a woman in a kimono hat and a woman in a kimono hat
128_12.jpg,an icon of the virgin and child
16682.jpg,a painting room with a man in the fore
0295_1.jpg,a painting of a man with a feathered hat
28794.jpg,a painting of a river with trees and a boat
1255.jpg,a painting of a woman in armor
1193_4.jpg,a painting of a man on a horse with a bird flying above him
64916.jpg,a painting of a brown and red abstract painting
30003523.jpg,the icon of st john and st john
1052944.jpg,a painting of a tree with yellow leaves
40650.jpg,a painting of people on a path near a river
944.jpg,a painting of a woman sitting on a couch
11105653.jpg,a painting of a city street with buildings
1045580.jpg,a painting of a river with houses and trees
44425.jpg,a woman looking out a window at a tree
198_52.png,a painting of a square with a red line on the top
33306.jpg,"the cover of the album,'the last days '"
21827.jpg,a painting of a woman in a white dress
1037633.jpg,a painting of apples and a silver vase
47057.jpg,a black and white painting on a white background
00000014_(3).jpg,a mountain landscape with a barn and trees
64995.jpg,a painting of a fountain in a park
t3_umt6rg.jpg,a black hole with a white hole in it
1 (2134).jpg,a man with wet hair and blue eyes
45060.jpg,the piano lesson
t3_vaob0x_1.jpg,a cat wearing a blue hat and a yellow scarf
00000182_(2).jpg,a dark sky over the ocean with a dark cloud
1391_3.jpg,a painting of a woman in a forest
23408.jpg,"a woman in a kimono room, from the series of six prints"
painting168.png,a black and white silhouette of a group of people
charles-francois-daubigny_landscape-trees-on-the-slope-of-a-ravine.jpg,a drawing of a mountain scene
45446.jpg,a painting of a woman sitting in a window
2342.jpg,"two men in kimba, one of which is a japanese woman"
183_24.png,a tall yellow object
