image_id,description
397_36.png,four photographs of stairs and stairs in black and white
337_2.jpg,an elephant is sitting on the sand
1009057.jpg,a painting of a woman in a landscape
47367.jpg,a painting of a man with a beard
43394.jpg,a painting of a man holding a bird
riverbank-at-argenteuil.jpg,a painting of a boat on the water
100851.jpg,a painting of a red and yellow object
195_19.png,a black and white drawing of a building
30588.jpg,a painting of trees and a river
26782.jpg,a painting of a woman with a black hat
49246.jpg,a painting of a man in a black suit
01dee7c857692cce250fcc7fba309f3f_2.jpg,a painting of a canal with a church in the background
18963.jpg,a painting of a street scene with people walking
81083.jpg,"the painting of the three kings, with a donkey and a man"
1033058.jpg,a painting of apples and a bowl of fruit
52697.jpg,a painting of a fountain in a park
1009316.jpg,the resurrection of jesus
157_7.png,a blue and white painting on a white wall
11116419.jpg,chef's tour chef's tour chef's tour chef's tour chef's
295.jpg,a painting of a woman sitting on a bench in a park
1090884.jpg,a painting of apples and a bowl on a table
10958.jpg,a painting of a fountain in a courtyard
208_6.png,a painting with a blue and white design
71661.jpg,a painting of a man with a hat on his head
97659.jpg,a blue and red dot pattern on a white background
48576.jpg,a black and white drawing of a woman sitting in a chair
84240.jpg,the ceiling of the church of san
457_1.jpg,the icon of the ascension of jesus
92_31.png,a blue and orange abstract painting
1081393.jpg,a painting of flowers and fruit on a table
50574.jpg,a painting of an old man with a beard
252_44.png,a painting of a bunch of flowers on a wall
1329_2.jpg,a painting of two people sitting in a room
0341_2.jpg,a painting of a man in a yellow vest and red vest
341_33.png,a painting with orange and grey paint
300_21.png,a white wall with a red and green frame
22185.jpg,a painting of a group of people
70606.jpg,a black and white drawing of a man with a guitar
177_133.png,a painting on a wall with a green and yellow stripe
1480885409025541862.jpg,the view from the top of the empire building
painting82_1.png,a painting of a mountain scene with a lake
2801.jpg,a painting of a house with a white fence
30004237.jpg,a painting of a woman in a room with a man and a woman
50028.jpg,a japanese woodblocker with a picture of a house
maurice-prendergast_house-with-flag-in-the-cove.jpg,a painting of a view of the ocean
30116.jpg,a painting of a forest with snow on the ground
114_1.png,a blue square with white dots on it
paul-gauguin_breton-landscape-fields-by-the-sea-le-pouldu-1889.jpg,a painting of a landscape with trees and hills
45721.jpg,the virgin mary magdalene
34841.jpg,a painting of people walking down a street
25023.jpg,a painting of a garden with flowers and trees
the-basin-at-argenteuil.jpg,a painting of a river with boats and people
t3_v4a9wm_1.jpg,a painting of a rose on a brick wall
298_29.png,a painting with many different colors and shapes
00000018_(5).jpg,a person standing on a beach looking out at the ocean
16829.jpg,the virgin and child by leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo
41172.jpg,a painting of a woman holding a guitar
36253.jpg,chinese painting on paper
20375.jpg,a painting of people on a beach
1037272.jpg,a painting of lemons and lemons in blue vases
63583.jpg,a painting of a lighthouse in the distance
92736.jpg,a painting of a japanese house with a man on the roof
31759.jpg,a painting of a large room with lots of objects
1042127.jpg,a painting of a cityscape
25334.jpg,a painting of a woman walking in front of a crowd
155_11.png,a sculpture of a bird on a white surface
0644_3.jpg,a portrait of a young girl
54582.jpg,a painting of a river with trees and a man in the fore
26705.jpg,stained glass window in the church
69736.jpg,a painting of two women washing clothes in a garden
1103278.jpg,a drawing of a street scene with a house and a tree
56400.jpg,a painting of a house in the sun
131_0.png,a painting of a man sitting at a table
436_13.png,"a painting with a purple background and green, orange, and purple paint"
1053145.jpg,a painting of a city with a rainbow in the sky
1739_3.jpg,a painting of a woman in a blue coat and a green tree
51462.jpg,two fish hanging on hooks in a room
72547.jpg,the crucus crucus crucus crucus crucus crucus
t3_v82es1_1.jpg,a painting of a city at night
trophies-of-the-hunt.jpg,a painting of a bunch of chickens on a table
00358_1.jpg,a painting of a woman in a field
0965_3.jpg,two young girls in a landscape
alfred-sisley_seine-at-daybreak-1878.jpg,"the beach at trou, 1886 | claude monpuis | oil |"
28558.jpg,a painting of a group of people in a desert
56_6.png,untitled painting by joan goff
57470.jpg,the cr cr cr cr cr cr cr cr cr cr cr cr cr cr cr cr cr cr
64074.jpg,a pillow with a colorful pattern on it
21578.jpg,a painting of a colorful abstract design
1480897787490152308.jpg,a woman in a floral dress and a black hat
The_Potato_Eaters_-_Lithography_by_Vincent_van_Gogh.jpg,a drawing of a group of people sitting around a table
1302_2.jpg,a painting of a man and woman in a wooded setting
1507_3.jpg,a painting of a woman in a coat
t3_thjq97.jpg,a painting of a swan on a table
34654.jpg,a painting of a woman in a green dress
50768.jpg,the blacksmith by thomas coleman
130_11.png,a painting of a woman in a red dress
32052.jpg,a painting of a woman and two pigs in a village
384_1.png,a painting with a black and white design
100328.jpg,a painting of flowers in a vase on a table
237_15.png,a book with a picture of a letter s on it
