image_id,description
59173.jpg,the massacre of the innocent by caravao
252_30.png,a painting with many different colors and shapes
16681.jpg,the ann of the ann of the ann of the ann of the ann of the ann of the
69730.jpg,"the cover of the book, the story of the dead man"
31515.jpg,a painting of a woman and a goat
85506.jpg,a painting of a man with a guitar
0961_1.jpg,a painting of a city with a river and boats
1792_1.jpg,a portrait of a man in a black coat and white shirt
1094987.jpg,a painting of lemons on a table
t3_uopf5i.jpg,a painting of a castle in the middle of a field
water-lilies-41.jpg,a painting of flowers in a pond
73785.jpg,a painting of a dog and a cat in a landscape
4382_mainfoto_05_2.jpg,a gold and enamel enamel enamel enamel enamel enamel enamel enamel enamel enamel enamel enamel enamel enamel enamel enamel
1708_2.jpg,a painting of a woman in a white shirt and black skirt
13797.jpg,the virgin and child
46875.jpg,a painting of a man in a hat and a pipe
0753_3.jpg,a painting of a man in a yellow vest and red vest
49804.jpg,a painting of people in a park
27661.jpg,a painting of a boat in the water
62927.jpg,"a painting with a yellow background and a blue, red, yellow and green paint"
43888.jpg,a painting of people walking down a street
31270.jpg,a painting of a beach with a full moon
36168.jpg,a painting of a man holding a flower
41795.jpg,a painting of trees and a house in the background
24690.jpg,the expulsion of the virgin by giovanni de vecchi
58_8.png,a drawing of a kite with a yellow and orange design
35003.jpg,a painting of a woman sitting in a chair
31445.jpg,the three horsemens by vincent van gogh
11117799.jpg,a painting of a cityscar with buildings
681_4.jpg,the icon of person
alfred-sisley_banks-of-the-loing-towards-moret-1883.jpg,"the seine, 1888 by claude claude - jean"
0105_1.jpg,a portrait of a man in a black coat and white shirt
267_14.jpg,a painting of a ruined building with people on the ground
0568_1.jpg,a painting of a man on a horse with a bird flying above him
1393_3.jpg,a painting of a man on a horse with a bird flying above him
82_23.png,a piece of rock that is being held by a rope
204_145.png,a painting with a white background and a red frame
painting91_1.png,a painting of a palm tree on a beach
15808.jpg,a painting of people in a courtyard
Leonardo_da_Vinci_-_Annunciation_%28detail%29_-_WGA12678.jpg,an angel in a landscape
73_3.png,a painting of a woman with a black hat
0754.jpg,a miniature portrait of a man
28971.jpg,a painting of a circle with a black border
00000136_(6).jpg,the river and bridge in the gorge of the river
1048602.jpg,a vase of flowers on a ledge
14561.jpg,a painting of a beach scene with a yellow sky and green grass
2110.jpg,a painting of a woman in white dress playing the piano
vincent-van-gogh_gardens-on-montmartre-and-the-blute-fin-windmill-1887.jpg,a painting of a windmill and a house
0796_1.jpg,a painting of a man in a red cloak
22872.jpg,a drawing of a bunch of balloons
69221.jpg,a black and white photo of a woman and two cows
44944.jpg,a painting of a city on the water
69090.jpg,a painting of a woman and a man
50548.jpg,three paintings of men in robes and hats
432_8.png,a white square with a diamond shape
55152.jpg,the painting class by giovanni de vecchi
00179.jpg,a painting of sunflowers in a vase
Encampment of Gypsies with Caravans.jpg,a painting of a horse drawn by a man
214_8.png,a painting of a yellow and orange geometric pattern
00175.jpg,a painting of a person walking in a field
3145_mainfoto_05.jpg,a painting of the nat scene with angels and angels
50047.jpg,a woman in a green coat sits in a chair
212_4.jpg,a statue of a man sitting on a suitcase
60689.jpg,a painting of a bowl of fruit and a knife
58e2e3194e.jpg,a gorilla sitting in the grass
85671.jpg,a black and blue painting on a white background
57153.jpg,a drawing of a woman and a man in a room
10144.jpg,a painting of a man on a mountain
60000035.jpg,a painting of a man reading a book
29319.jpg,a painting of a building with a clock on top
61589.jpg,a painting of a man and woman walking down a street
25768.jpg,a painting of people on a beach
painting44.png,a black and white map of the united states
11114221.jpg,a painting with many different colors and textures
8055.jpg,a painting of a man in a suit and tie
55294.jpg,a painting of a man and woman sitting at a table
33053.jpg,a painting of a woman holding a jug
gustave-loiseau_landscape-in-winter-with-fog-1897.jpg,a painting of trees in the woods
14315.jpg,a painting of a garden with a house in the background
11121966.jpg,a statue of a man on a horse in front of a building
17_25.png,a red and black pattern with white squares
40937.jpg,"the painting of the virgin, by michelangelo michelangelo"
175_1.jpg,the birth of venus by albrecht albrecht
291_5.jpg,a painting of trees and water
claude-monet_flowers-beds-at-vetheuil.jpg,a painting of flowers in a garden
93409.jpg,a painting of a number of different shapes
90671.jpg,a painting of a man holding a large green object
151_4.jpg,a drawing of a knight on horseback
388_32.png,a large piece of glass with a black background
0778_3.jpg,a miniature portrait of a woman
1156_2.jpg,a painting of a woman in a park with a dog
cezanne_302.jpg,a painting of a woman in a bed
00000108_(3).jpg,para paraglies flying over the mountain
2260_2.jpg,a painting of a woman with a yellow dress
42670.jpg,a painting of two women sitting at a table
1584_1.jpg,a painting of a snowy scene with a house and a horse drawn by a man
70230.jpg,a painting with a square shape and a red and yellow design
1139_1.jpg,"portrait of a lady, half length, in a brown dress, with a white collar and a"
1 (2728).jpg,a woman in a blue dress is smiling
15526.jpg,the dancers by edgar edgar edgar edgar edgar edgar edgar edgar edgar edgar edgar edgar edgar edgar edgar edgar
