image_id,description
85502.jpg,"the cr cr, by giovanni de'medici"
9213.jpg,a painting of a woman with a dog
47049.jpg,a painting of a man in uniform standing in front of a table
35_18.png,a painting of a blue sky with a red sun
1058759.jpg,a painting of flowers in a vase on a table
t3_urp5xb_1.jpg,a painting of a bowl of chers on a table
t3_vb31jc.jpg,a painting of sunflowers on a blue background
407_14.png,a square white square with red edges
51365.jpg,a white linen pillow with a white border
73780.jpg,a painting with many different colors and shapes
70686.jpg,still life with flowers and fruit by jan van derberg
81_11.jpg,a painting of jesus holding a staff
60064.jpg,the virgin and saint john by giovanni de vecchi
28587.jpg,two women at a table by edgar edgar edgar edgar edgar edgar edgar edgar edgar edgar edgar edgar edgar
8_325.png,a drawing of a man standing in front of a white background
64621.jpg,a painting of a bowl of fruit and a jug
16158.jpg,"the cover of the album,'the mountain '"
350.jpg,the cover of the book the great war
194_3.jpg,a painting of a city with a castle in the middle
55354.jpg,a painting of a river with a mountain in the background
1196.jpg,a painting of a woman in a white dress
0502_1.jpg,a painting of three women in a room
1081.jpg,a man in a suit and tie sitting on a chair
57895.jpg,a painting of a woman in a white dress
245_74.png,"a painting with red, blue and white colors"
1039457.jpg,a painting of a tree on a beach
0348_1.jpg,a painting of two people in formal clothing
2135_2.jpg,a painting of a woman in a brown dress
flowering-trees-near-the-coast-1926.jpg,a painting of flowers in a field
91657.jpg,a painting of a street with buildings and a red car
0327_2.jpg,a painting of a child holding a flower
92099.jpg,a painting of a city street with flags
0468_2.jpg,a painting of a man on a horse with a bird flying above him
1097771.jpg,a painting of blue flowers on a red background
273_40.png,a painting with circles on it
82868.jpg,the last judgement of christ
572_1.jpg,the virgin mary and child
1009062.jpg,the virgin and the virgin
17_52.png,a painting of squares and squares
16296.jpg,two women in red and blue
t3_v4b2vz_1.jpg,a black silhouette of a woman with a pink nose
t3_vaixzl.jpg,a painting of a mountain with a tree in the fore
11114746.jpg,a painting of a street at night
613_2.jpg,a painting of a boat in the water
28154.jpg,a painting of a table with a white cloth and a bowl of fruit
t3_uynxdr_1.jpg,starr night over the rhone
27833.jpg,a painting of a colorful abstract design
32779.jpg,a painting of a woman in a white dress
1123_3.jpg,a painting of a woman sitting on a rock
t3_v9pk55.jpg,a painting of a man with a beard
61714.jpg,a painting of boats on the shore
6432.jpg,a painting of a river scene with a man on horseback
valley-bouna-near-bordighera.jpg,a painting of mountains and trees
7510.jpg,a painting of a vase with flowers in it
9259.jpg,a painting of a fountain with a bird on top
59469.jpg,the adoration of the virgin by jan van derberg
2086.jpg,a painting of a woman with a bird on her shoulder
355_34.png,a book with a piece of paper on it
69984.jpg,a painting of a flower in a vase
0079_1.jpg,a painting of a woman surrounded by angels
00000006_(2).jpg,a field of tall grass with a blue sky in the background
1855_5.jpg,a painting of a man and woman in the snow
16820.jpg,a painting of a man in a suit and tie
41_8.jpg,a portrait of a man in a black and white photo
82935.jpg,a black and white square with a black and white square in the middle
59446.jpg,a painting of a street with people walking down it
428_3.png,a man and woman sitting on a tree branch
1566_2.jpg,a painting of a man and woman in a garden
1034362.jpg,a painting of lilas in a vase
19_2.jpg,a collection of religious icons
40544.jpg,"two women in evening dresses, one wearing a caper"
11102.jpg,a painting of a street with houses in the background
1047182.jpg,"the cover art for the album,'the dark side '"
26859.jpg,a painting of a river with trees and a boat
60003630.jpg,a painting of a village with a red roof
1054040.jpg,a painting of a red sky with a bottle and a bottle
1848_4.jpg,a painting of two people in formal clothing
62521.jpg,a painting of a group of people riding horses
1312_5.jpg,a painting of a group of people in a wooded
gustave-loiseau_landscape-in-a-valley-1898.jpg,a painting of a farm with a house in the background
51_5.jpg,"an old map of the city of pittsburgh, pennsylvania"
73_14.jpg,a painting of a horse drawn by a man on a street
28127.jpg,a drawing of a woman in a square frame
10794.jpg,a painting of a man sitting at a table
0147_2.jpg,a painting of two people in a room
16438.jpg,a painting of a woman sitting at a table
1050246.jpg,a painting of a bottle and some other items
1578.jpg,a painting of a man in uniform
paul-cezanne_mont-sainte-victoire-1906-4.jpg,a painting of a mountain range
54954.jpg,a painting of a road with trees and a house
55_10.png,a painting with black and white stripes
56916.jpg,a man in a black jacket and white pants holding a sword
7122.jpg,a painting of two men standing next to a truck
00000251_(5).jpg,a view of the ocean from the top of a hill
317_62.png,a painting with red paint spering on it
Van_Gogh_-_Portrait_of_Pere_Tanguy_1887-8.JPG,a painting of a man in a blue jacket and hat
40217.jpg,madonna and angels by raphael van derberg
18113.jpg,a painting of a man in a black suit
57217.jpg,a painting with a black and red design
claude-monet_river-thawing-near-vetheuil.jpg,a painting of a river with trees in the background
