image_id,description
92399.jpg,a yellow and white painting on a white background
12213.jpg,a painting of a river with a house in the background
53956.jpg,a painting of a man in a white robe and a brown hat
384_6.jpg,a painting of a woman holding a child
92160.jpg,a painting of a black and blue abstract painting
84_21.png,a painting of purple and purple
40970.jpg,a painting of a woman in a boat
15429.jpg,selfie van goghen - selfie van goghen
1512.jpg,a painting of a woman holding a baby
14878.jpg,a painting of a bridge over a river
13634.jpg,a painting of a woman holding a baby
1042290.jpg,a painting of a flower on a black background
t3_ungn85.jpg,a painting of a cat sitting on a bed
66046.jpg,the baptism of christ
the-banks-of-the-seine-at-the-argenteuil-bridge.jpg,a painting of a river with a boat in the background
73_11.png,a painting of a number of letters
t3_urd1qx_1.jpg,a painting of a dog sitting on a couch
34262.jpg,a painting of a tree with leaves on it
42461.jpg,a painting of a street with buildings and a church in the background
guy-rose_the-sycamores-pasadena-1918.jpg,a painting of a field with trees and mountains in the background
26610.jpg,a painting of a path through a field
92142.jpg,"a painting of a red, black and blue square"
54406.jpg,a painting on a wall with a chair
177_203.png,a black and white striped pattern with red and black stripes
29470.jpg,a painting of a square with squares and squares
5f19b7e468.jpg,a group of pigs
1918_2.jpg,a painting of a man on a horse with a bird flying above him
1044776.jpg,a painting of a boat in the water
00000159.jpg,a field with trees and mountains in the background
00563.jpg,a painting of a river with trees and buildings
809_1.jpg,a painting of a man standing on the beach
61722.jpg,a painting of venice with a view of the grand canal
0321_3.jpg,a painting of a man in a red cloak
52905.jpg,a painting of a woman in a white dress
52236.jpg,a painting of a cityscape with buildings and a blue sky
213_24.png,a painting of a bowl and a bowl
port-d-amount-etretat.jpg,a painting of a rock formation
00000036_(3).jpg,a grassy hill with a small hole in the middle
32985.jpg,a painting of a village with a church and a man walking by
14433.jpg,a woman and two children in a room by a fireplace
25432.jpg,two women reading by a window by gustave lebas
24298.jpg,a painting of a street scene with people walking
35299.jpg,a painting with blue and yellow paint splats
1190_2.jpg,two young girls in a landscape
53931.jpg,a painting of people in a street
57448.jpg,a painting of a woman in a wooded
00555.jpg,a painting of a tree with birds flying around it
alfred-sisley_wiese-by-1880.jpg,"the banks of the seine, 1888 by claude - jean - louis"
t3_j9wurc.jpg,a cat with a white face and blue eyes
18959.jpg,a painting of a woman laying on a bed
334_17.png,a painting with a black square and red and blue squares
212_1.png,"a painting with red, yellow and black squares"
2877.jpg,a painting of a house in the woods
1 (2438).jpg,a man with a hat and a beard
92758.jpg,the book of the saints
woman-with-a-parasol-in-the-garden-in-argenteuil.jpg,a painting of a woman in a garden
7700.jpg,a drawing of a woman in a dress
20005085.jpg,a painting on a wall with a small house in the background
17362.jpg,a painting of a landscape with figures and figures
361_9.jpg,a print of the massacre of the roman empire
184_13.png,a painting with yellow and green paint
46020.jpg,a painting of a man with a book and a book
1706_4.jpg,a painting of a group of people in a room
theodore-robinson_canal-scene-1893.jpg,a painting of a canal with a boat in the water
69661.jpg,a painting of a man in white robes and a white robe
358_19.png,a yellow square with eight holes in the center
1054929.jpg,a drawing of a cup and saucer
87384.jpg,a drawing of a man and a woman in a room
221_29.png,a painting of a person with a rainbow colored paint
45281.jpg,a painting of a man in a room
1004581.jpg,a painting of a man sitting on a chair
78074.jpg,a drawing of a woman sitting on a bench
1122923.jpg,a painting of oranges and a picture of a woman
101821.jpg,a blue and green painting with a red circle
56436.jpg,a painting of a swan and other birds
1101991.jpg,a painting of a castle on a wall
12244.jpg,a painting of a man in a black coat
35921.jpg,a painting of a man in a white coat and tie
71877.jpg,a painting of a snowy scene with people walking on the street
147_18.png,a gold colored rug with a pattern
11898.jpg,a painting of a bridge over a river
30722.jpg,"a woman in a long dress and a hat, with a bird on her shoulder"
53962.jpg,a painting of a man on a boat in the water
Still Life with Mussels and Shrimps.jpg,a painting of red flowers in a vase
27290.jpg,a painting of men on a boat in the water
75536.jpg,a painting with pink and white paint on it
0466_2.jpg,a painting of a man in a yellow vest and red vest
51882.jpg,a drawing of a woman in a blue dress
2288_2.jpg,a painting of a man in a red robe holding a staff
19399.jpg,a painting of a man with a beard and a glass
15226.jpg,a painting of a man holding a book
29345.jpg,a painting of a woman in a blue dress
100_48.png,a square shaped painting with a green and blue square
waterloo-bridge.jpg,claude claude monet - impression impression impression impression impression impression impression impression impression impression impression impression impression impression
19801.jpg,a painting of a woman in a white dress
vincent-van-gogh_avenue-in-voyer-d-argenson-park-at-asnieres-1887.jpg,a painting of a path through a forest
13713.jpg,a painting of a city with lots of buildings
312_9.png,a white sheet of paper with a black border
187_6.png,a painting with green and purple shapes
9125.jpg,a painting of a woman with a turbal
