image_id,description
50893.jpg,a painting of a woman playing the piano
183_50.png,two yellow squares on a white surface
11118378.jpg,a painting with black and yellow squares
00000131_(2).jpg,waves crash on the beach
26354.jpg,a painting of people working in a field
24947.jpg,a painting of a city street with people walking
73533.jpg,"a painting with a red, yellow and green design"
1039506.jpg,still life by paul mcc
00000050_(4).jpg,a woman sitting on the beach looking out at the ocean
198_83.png,a blue painting with a black border
59463.jpg,a painting of a tree with a man in a cart
claude-monet_cliff-near-dieppe-2-1.jpg,a painting of a cliff overlooking the ocean
1549.jpg,a painting of a building with a car parked in front
72462.jpg,a painting of a man on a cross being carried by a group of men
2934.jpg,a painting of a man in a red coat
12666.jpg,"a painting of a square with a red, yellow and blue square"
8_218.png,a painting with a black and red circle on it
t3_upgf02_1.jpg,a painting of two cats laying on a leaf
00000028_(4).jpg,a black and white photo of a desert
48985.jpg,a painting of a red and green square
30002106.jpg,a painting of a street scene with people
100_49.png,a square with yellow and blue squares
111_5.jpg,a painting of a man with a beard
painting268.png,a black and white silhouette of a man with a gun
marcel-duchamp_laundry-barge-1910.jpg,a painting of houses in the countryside
0133_2.jpg,a painting of a woman in a white dress
11109682.jpg,a painting of a city in the snow
34_13.png,a painting with a blue and pink square
1374_3.jpg,a painting of trees in a forest
24009.jpg,a painting of a mountain scene with a man on a horse
51002.jpg,a painting with a green and pink color
2171_1.jpg,a painting of a man in a red cloak
1504_2.jpg,a painting of a boat in the ocean
0432_1.jpg,a view of the city of antwerp with a river and a bridge
265_8.jpg,the icon of the mother of the mother of the mother of the mother of the mother of the
t3_svns36.jpg,a painting of a candle and a book
t3_re4ott.jpg,three paintings of hands and hands
608_1.jpg,an icon of st nicholas the great
121_15.png,a black and white painting on a beige background
vincent-van-gogh_a-group-of-cottages-1890.jpg,a painting of a village with a thatched roof
00000289_(5).jpg,a small boat is in the water near a small island
1030509.jpg,a painting of a field with houses and flowers
186_22.png,a painting of a flower on a pink background
28241.jpg,a painting of a square with a red line
130_5.png,a painting of a man with a hat and a hat
0267_2.jpg,a portrait of a man in a black coat and white shirt
30077.jpg,the garden of earthly by pieter de bres
t3_umnvfs_1.jpg,a painting of a tree in a room
346_2.png,a piece of paper with a gold stripe
24752.jpg,a painting of a group of men in a wooded
30213.jpg,a painting with a black and red design
1408_2.jpg,a painting of a man in a black coat holding a dog
20396.jpg,a drawing of a man standing in front of a castle
1901_1.jpg,a painting of a man and woman on a mountain
178_7.png,a painting of people in a dark room
33_70.png,a painting with many different colors and shapes
65308.jpg,a painting of a landscape with trees and hills
46038.jpg,a painting of a woman riding a horse
young-italian-girl-by-the-well.jpg,a painting of a woman in a blue dress holding a jug
43206.jpg,a painting of a woman on a balcony
t3_uynxdr.jpg,starr night over the rhone by vincent van gogh van gogh van gogh van gogh van gogh van gogh
31761.jpg,a painting of a storm over a field
44123.jpg,two men in black with white collars and white collars
1048806.jpg,a painting of a woman in a white robe
106_1.png,a painting of a city with buildings and a blue sky
francis-picabia_the-effect-of-sun-on-the-banks-of-the-loing.jpg,a painting of a river with trees and a house
151_31.png,a sculpture of a group of blocks
101943.jpg,a painting of a woman in a forest
54951.jpg,a painting of a garden with a bench and flowers
1720.jpg,a painting of a man with a feathered hat
wassily-kandinsky_forest-edge.jpg,a painting of trees in the fall
79292.jpg,the virgin and child
375_3.png,a painting of a square with two squares
33340.jpg,a painting of a white teapot and some fruit
19885.jpg,a painting of a white house with a red roof
40021.jpg,a painting of a woman surrounded by flowers
1480917453692627202.jpg,a bed with a box of clothes and a box of clothes
59026.jpg,a courtyard in the old city of cordoba by joaquin de castro
68929.jpg,a painting of people walking down a street
422_5.jpg,an icon of the virgin virgin holding a baby
306_1.png,a red and gold square tile with small dots
1480895426399006841.jpg,a flyer for a party with a cocktail and a boat
26797.jpg,a landscape with a man on horseback and a dog on a path by a river
26369.jpg,a painting of a river with a house in the background
1551_4.jpg,a painting of a man reading a book
41071.jpg,a woman in a brown dress and a man in a brown suit
94447.jpg,a painting of a white house with red roof
t3_k27b8w_1.jpg,a painting of a vase with flowers in it
camille-pissarro_the-fields-of-eragny-the-apple-tree-1894.jpg,a painting of a field with trees and clouds
393_261.png,a painting of blue and purple paint on a white background
2208_3.jpg,a painting of a fish on a table
40008.jpg,a painting of a group of people on a river
95127.jpg,a painting of people walking down a street
45090.jpg,a painting of two men sitting at a table
75990.jpg,a black and blue painting on a white wall
claude-monet_the-road-to-the-farm-of-saint-simeon.jpg,a painting of a road with trees in the background
404_8.png,a room with a red wall and a black floor
139_16.png,a black and white drawing of a bunch of flowers
14_7.jpg,a painting of a potted plant on a table
1035159.jpg,a painting of a table with a candle and a mirror
