image_id,description
paul-cezanne_houses-on-the-hill.jpg,a painting of a landscape with trees and houses
93194.jpg,a painting of a church with a tower
1095898.jpg,a painting of a vase with flowers in it
162_34.png,a white sheet of paper with a brown border
1480887369392882560.jpg,a woman with long hair
Correggio_045.jpg,a painting of a woman holding a baby
14670.jpg,a painting of a woman sitting on a chair
1053166.jpg,a painting of a cityscape
24406.jpg,a painting of a woman in a white dress
00000200_(6).jpg,"the mountains of the san mountains, california"
1407_4.jpg,a painting of a ship in the water
338_8.png,a blue and green egg with a white egg inside
252_11.png,a black and white painting with a spider on it
30108.jpg,a painting of a vase and a vase on a table
20114.jpg,a painting of a colorful tile pattern
17283.jpg,a painting of two men in a boat on the water
1058775.jpg,a painting of two dogs in the snow
1040939.jpg,a painting of a lamp on a table
329_2.png,a piece of paper with pink paint on it
47644.jpg,a painting of three women in red dresses
1097_3.jpg,a painting of a woman in a landscape
t3_uqyhw2.jpg,a painting of horses on a wall
3553.jpg,a painting of a woman walking with a dog
11105038.jpg,a painting of a city street with cars
304_29.png,a circle made of orange paint
39095.jpg,a painting of a woman in a white hat
40002060.jpg,the triumph of the cupidus by raphael van de velde
Raphael_Coxie_-_Het_Laatste_Oordeel.JPG,the last judgement of christ by raphael van de velde
40_2.png,a blue square with squares on it
39199.jpg,a painting of a group of men on horseback
54180.jpg,a river landscape with a man and a dog by a stream
Abstract_image_2238.jpg,a blue and white painting with a black square
1207_1.jpg,a painting of a woman in a white dress
10791.jpg,the baptism of jesus in the church of san
29020.jpg,a painting of a house and a tree
32525.jpg,a painting of a man sitting in a chair
54596.jpg,a painting of a city with buildings and trees
3440.jpg,a painting of a black and yellow field
19272.jpg,a painting of people walking down a street
338_20.png,a black circle on a white background
15_79.png,a painting of a bird on a green background
41863.jpg,a black and white drawing of a man in a forest
1855_4.jpg,a painting of a man in a tuxed suit
17_2.jpg,a group of monkeys chained to chains
149_10.png,a blue square with a white square in the middle
120_17.png,a painting with different colors on it
38888.jpg,a painting of a waterfall in the woods
61315.jpg,a pink and white painting on a white background
54914.jpg,"the cover of the album's album,'the man in the chair '"
16107.jpg,"a woman in a red coat sits on the ground, with a blue background"
15948.jpg,"a painting with red, green and blue colors"
30848.jpg,a painting of a group of people in a room
11114417.jpg,a painting of a city at night
56303.jpg,a painting of a man in red clothes holding a bow
8_15.png,a painting of a field with yellow and blue flowers
68679.jpg,a painting of a woman reading in a room
13899.jpg,a painting of a man with a child
0781_2.jpg,a painting of a boy in a green coat and white pants
1685_3.jpg,a painting of a group of people on a rocky road
1054314.jpg,two pairs of shoes
1009225.jpg,"the cover art for the album,'the last days '"
38171.jpg,a painting of a duck and a duckling on a rock
55032.jpg,"the cover of the album,'the tree of life '"
129_11.png,a sculpture in a glass case on a white surface
23095.jpg,a painting of a woman kneeling in the woods
29576.jpg,a painting of a woman in a white dress
Cranach_-_Adam_and_Eve_1528.jpg,two paintings of a man with a fruit
21289.jpg,a painting of flowers in a vase on a table
42212.jpg,a painting of a woman in a room with a cat
544_2.jpg,a painting of the virgin and child
99435.jpg,icon of the holy trinity
58078.jpg,a painting of a boat on the shore
64935.jpg,a painting of an angel with a halo
1283_2.jpg,a painting of a woman in the water
27737.jpg,a painting of a village with trees and buildings
47746.jpg,a drawing of a man with long hair
48162.jpg,a painting of people walking through a tunnel
1047332.jpg,a painting of people walking on a street
25149.jpg,a painting of a landscape with trees and a sky
4576.jpg,a painting of a man with a hat and a hat on his head
97027.jpg,a painting on a wall with a light
2623.jpg,a painting of a village with a man and a woman
35150.jpg,a painting of a river with a mountain in the background
00188.jpg,a painting of oranges in a bowl on a table
Abstract_image_1734.jpg,a painting of a fish on a white surface
39930.jpg,a painting of a face with a black and white background
78023.jpg,a painting of a street with people walking
355_24.png,a painting on a wooden frame
camille-pissarro_the-pine-trees-of-louveciennes-1870.jpg,a painting of a field with trees and houses
4871.jpg,a painting of a tree in a landscape
44079.jpg,a painting of a river with a boat in the water
99868.jpg,"the ann of the virgin and saint, by raphael van van"
78_42.png,a painting with red and black paint on it
101703.jpg,a painting of a group of people in a desert
1092995.jpg,still life with peaches and a silver jug
100941.jpg,a painting of a city with buildings and trees
32527.jpg,a painting of a man in a suit and tie
7be95d405b.jpg,a small brown donkey
60349.jpg,"the adoration of the nat, c 1480 - 1460"
3654.jpg,two drawings of a woman lying on a chair
