image_id,description
t3_oa7rxg.jpg,avocas original fine fine art by diane hine
104_5.jpg,a river scene with a village and a bridge
54834.jpg,a painting of a beach with people walking on the sand
36036.jpg,a painting of a woman in a kimono
212_0.png,a painting with red and blue paint on it
rocky-point-at-port-goulphar.jpg,a painting of a rocky coastline at sunset
7468.jpg,a painting of a woman in a white dress standing on a cliff
31533.jpg,a painting of a lake with trees in the fore
33552.jpg,a painting of a man in a blue shirt and black pants
alfred-sisley_river-landscape-by-moret-sur-loing.jpg,a painting of a river with trees and houses
54223.jpg,a painting of people in a room
167_1.png,a drawing of a woman's torso
11511.jpg,a painting of a river with people on it
73437.jpg,a painting on a white surface with a red and blue paint
233_6.jpg,a painting of people walking down a street
2783.jpg,a painting of a woman in a green dress
52566.jpg,a painting of a house with flowers in the front
14831.jpg,a painting of a river with a castle in the background
0113_1.jpg,a painting of a man in a red robe holding a staff
1480898933424578447.jpg,a group of people walking across a bridge
302_4.png,a black and white striped pattern with blue stripes
2195_1.jpg,a painting of a man with a feathered hat
76251.jpg,a painting of a city with mountains in the background
t3_s46jpn_1.png,a painting of a garden with flowers and a path
90387.jpg,a painting of boats in a harbor
6469.jpg,a painting of a woman holding a dog
57004.jpg,a painting of a woman in a red dress
99762.jpg,"the last supper, by william blake"
00000194_(2).jpg,a bird sitting on top of a rock in the ocean
28717.jpg,two children playing violin by edgar edgar edgar edgar edgar edgar edgar edgar edgar edgar edgar edgar edgar edgar
20267.jpg,"the cover of the book, the piano sonata"
1048271.jpg,a painting of fruit and fruit on a table
214.jpg,a woman and her dog in a landscape
393_150.png,a framed of a large group of fish
101288.jpg,a painting of a castle with a blue sky in the background
0430_1.jpg,a landscape with figures and figures by a river
36050.jpg,a painting of flowers in a vase on a table
1054563.jpg,a painting of a cityscape with a blue frame
vincent-van-gogh_orchard-with-peach-trees-in-blossom-1888.jpg,a painting of a field with trees and flowers
24630.jpg,a painting of a woman in a room with other people
970.jpg,a painting of a sun burst over a body of water
19_17.png,a black and red sculpture on a white wall
1045802.jpg,a painting of a city street with people walking
childe-hassam_bending-sail-on-the-old-mill.jpg,a painting of a windmill in a field
00000110_(2).jpg,a rock on the beach
43563.jpg,a painting of a bird on a green background
73352.jpg,a painting of a fish on a table
263_7.png,a painting with black and white lines on it
jose-maria-velasco_ladera-de-las-monta-as-de-tepotzotl-n-1864.jpg,a painting of rocks and trees in a field
281_15.png,a painting with blue and red paint on a white background
11111538.jpg,a painting of a building with a balcony
90031.jpg,a painting of a piece of paper with a piece of paper on it
99609.jpg,a painting of a basket of flowers
55637.jpg,a painting of a table with a bowl and a bowl on it
14376.jpg,a painting of a boy in a red vest and tie
2283.jpg,an old man sitting at a table with a book
t3_v74q6j.jpg,a painting of a bowl of fruit and a bottle
54_2.jpg,a painting of the virgin holding a child
32003.jpg,two women with a gun by georges georges
64521.jpg,a painting on a wall with a white frame
10483.jpg,a painting of blue and yellow squares
22927.jpg,a painting of a man on horseback with two dogs
lilla-cabot-perry_late-afternoon-giverny-also-known-as-railway-embankment-giverny-normandy-landscape.jpg,a painting of trees and grass in a field
332_10.png,a painting of two blue eyes with orange circles
1254_3.jpg,a painting of a man in a suit
612.png,the icon of the virgin mary of the rosary
22719.jpg,a painting of a woman standing in a doorway
39893.jpg,a painting of a church with a statue in the middle
68638.jpg,the virgin and child with the infant jesus by giovanni van
15704.jpg,a painting of two women in a room
46334.jpg,the ann of the ann of the ann of the ann of the ann of the ann of the
0544_1.jpg,a portrait of a young girl
38959.jpg,a painting of a young girl in a bedroom
411_9.jpg,the icon of the mother of jesus
13_133.png,a painting with squares and squares on it
30002462.jpg,a painting of a man holding a book and a woman holding a book
68573.jpg,a black and white painting with a square in the middle
69108.jpg,a painting of a man in a field
1303_1.jpg,a painting of a man in a barn
97621.jpg,a painting of fish and lemon on a table
14191.jpg,a painting of a house on the water
1048317.jpg,a painting of flowers in a vase
25227.jpg,a painting of trees in a forest
1480882947849643796.jpg,a white stucco wall with a small hole in the middle
18708.jpg,"the battle of waterloo, by jean - louis - louis"
1480916285151069558.jpg,abstract painting - red and black by karin kosma
1053199.jpg,a painting of a vase with flowers in it
65_6.jpg,a painting of a woman sitting on a couch
318_17.png,a blue square with a circular in the center
5048.jpg,a painting of a man in uniform
102011.jpg,a black and white square with a white strip
76263.jpg,a painting of a cannon on a beach
98535.jpg,the virgin and the virgin by caravaille
0334_2.jpg,a portrait of a man in a blue dress
1418.jpg,a painting of a man on a horse with a bird flying above him
0628.jpg,a miniature portrait of a lady
45869.jpg,"two figures, one in blue and one in brown"
1002508.jpg,a painting of a man in a red robe and a white robe
15470.jpg,a painting of two children in a room
6212.jpg,a painting with a black frame and a white background
