image_id,description
70557.jpg,the adoration of the holy
2084_1.jpg,a painting of a bunch of fruit
1653_3.jpg,a drawing of a woman sitting on a chair
1004467.jpg,a painting of a woman in a black dress
167176.jpg,a painting of a snowy scene with a bridge
41101.jpg,a painting of a pagoda with cherry blossoms
20082.jpg,a painting of a boat in the water
11002.jpg,the rafting of the med
45387.jpg,a painting of animals and other animals in a wooded
34_1.png,a painting with a geometric pattern
46978.jpg,a painting of a man in a red cap
14631.jpg,a painting of a man standing next to a tree
60000049.jpg,the virgins with saints and saints
6032.jpg,"the seine, 1888 by claude claude - jean - louis"
213_15.png,"a painting with red, black and blue colors"
50712.jpg,a painting with many different shapes and colors
299_16.png,a painting with orange and black leaves on it
33734.jpg,a painting of a bird on a wall
1136.jpg,the angel and the family of jesus by gustave dupre
1480904230428966045.jpg,a woman with long hair and blue eyes
47363.jpg,a painting of a house with a red door
52636.jpg,a painting of a house in the countryside
45167.jpg,a painting of fruit and flowers on a table
24140.jpg,a painting of a city with buildings and a red sky
1766_5.jpg,a painting of a man in a yellow vest and red vest
11018.jpg,a painting of a man in red and gold with two dogs
1013320.jpg,a drawing of a city with boats and buildings
97943.jpg,"the cover of the book, the art of the modern age"
9000.jpg,a painting of people on the beach
20000045.jpg,a painting on a wall with people and animals
t3_lba2f3.jpg,a painting of a vase with orange flowers
t3_v45msb.jpg,a painting of a fire in the sky
72_18.png,a yellow and white painting with horizontal lines
55350.jpg,a painting of people dancing in a field
543_2.jpg,a painting of two women walking down a street
38803.jpg,a painting of a group of people outside a house
2_172.png,a painting of a windmill and a moon
83297.jpg,a painting of three angels in a blue and green background
393_409.png,a painting of a green plant with a black background
1051954.jpg,a painting of a boat in the water
65649.jpg,a painting with a black and orange design
1145_3.jpg,a painting of a man in a blue coat
77808.jpg,a painting of a man with a guitar
37071.jpg,a painting of a street scene with people
116_13.png,a painting with a red and black design
231_0.png,a painting of a woman with a red background
312_9.jpg,a coral and sponge sponge on the bottom of a reef
1046229.jpg,a painting of a woman sitting at a table
36154.jpg,a drawing of a building with a fountain in front
77099.jpg,a painting with a black and red circle on it
79928.jpg,a painting with a pink and yellow paint stroke
34052.jpg,a painting of a dog sitting in the grass
53579.jpg,a painting of a fountain in a garden
36114.jpg,a drawing of a city with a bridge
52908.jpg,a painting of a girl in red
1082210.jpg,a painting of flowers in a vase
claude-monet_argenteuil-the-seine.jpg,a painting of a river with houses in the background
2174_2.jpg,a painting of a woman in a blue dress
19639.jpg,a painting of a snowy street scene
33452.jpg,a painting of a group of people in a park
1555_3.jpg,a painting of a man in a suit and tie
portrait-of-lorenzo-hervas-y-panduro-1794.jpg,a painting of a man holding a book
51523.jpg,a painting of a woman with flowers in her hair
91122.jpg,a painting of a woman in yellow and green
43_0.png,a painting of a woman with a red nose
29477.jpg,a green and black square painting on a white background
pierre-auguste-renoir_lane-in-the-woods-1900.jpg,a painting of a woman walking in a park
1047441.jpg,a painting of flowers in a gold frame
69623.jpg,a painting of two women sitting on a couch
1037375.jpg,still life tote bag
t3_uuqqar_1.jpg,a group of candles sitting on top of a table
camille-pissarro_the-dunes-at-knocke-belgium-1902.jpg,a painting of a road in the countryside
43092.jpg,a woman carrying a barrel in her hands
3421_mainfoto_05_3.jpg,a painting of a city with a river and buildings
42366.jpg,the virgin and child with angels
49357.jpg,a painting of a woman in a black jacket
94399.jpg,a painting of a yellow and black stripe
59309.jpg,a painting of a harbor with boats and a lighthouse
39762.jpg,a painting of a campfire in the woods
1009283.jpg,the crucus crucus crucus crucus crucus crucus
charles-francois-daubigny_cattle-on-the-bank-of-the-river-1872.jpg,a painting of a river with trees and a man on a boat
t3_no2l5l_1.jpg,a hand holding a small painting of a bird
17_13.png,a painting of oranges and apples on a table
60362.jpg,a painting of people on the beach
1123163.jpg,a painting of flowers in a vase on a table
00000033_(6).jpg,a man and woman standing on a balcony overlooking the ocean
594_2.jpg,an icon of the person
71_117.png,a painting with red and grey colors
77529.jpg,the ann of the ann of the ann of the ann of the ann of the ann of the
292_0.png,"a large, rectangular, yellow and blue painting on a white wall"
27909.jpg,a painting of boats in the water
29229.jpg,a woman with a bird on her shoulder by the sea
achille-al-centauro-chirone-1761.jpg,a painting of a woman and two men in a rocky landscape
23589.jpg,a painting of mountains with a blue sky
68755.jpg,a drawing of a man and woman sitting on a bench
100055.jpg,a painting of a triangle with a pink and yellow background
386_48.png,a painting on a wall with multiple colors
68141.jpg,a painting of a group of people in a forest
alfred-sisley_the-seine-at-bougival-1873.jpg,a painting of a river with trees and bushes
43970.jpg,a painting of a man sitting on a couch
