image_id,description
48087.jpg,"a large, rectangular, wooden tray with a brown and black stripe pattern"
50485.jpg,a painting of three women in a room
zaandam-canal.jpg,a painting of a canal with boats in the water
30000496.jpg,a painting of a village with a church in the background
14334.jpg,a painting of a fountain in a park
48768.jpg,a black speaker with a white background
30451.jpg,a painting of a woman in a black dress
301_10.png,"two circles with a red, yellow and blue center"
18754.jpg,a painting of a field with trees and a house in the background
66592.jpg,a painting of a mountain with a lake in the fore
101294.jpg,a painting of a man and woman
1037911.jpg,a painting of vegetables and flowers on a table
101941.jpg,a black and white painting with circles on it
93143.jpg,the ann of the ann of the ann of the ann of the ann of the ann of the
30064.jpg,a painting of two dancers
20120.jpg,a painting of a house on the water
331_30.png,a pink rug with a black and white pattern
vincent-van-gogh_the-green-vinyard-1888.jpg,a painting of a vineyard field with blue sky
1582_1.jpg,a painting of a group of people in a room
00000135.jpg,a lush green valley with mountains in the background
00000013_(6).jpg,a small island in the middle of a lake
1258_4.jpg,a painting of a woman in a red dress
1620_2.jpg,a painting of a man with a feathered hat
1366_5.jpg,a painting of a man in a yellow vest and red vest
00469.jpg,a painting of a field with a cloudy sky
562_3.jpg,a painting of a woman holding a child
65715.jpg,a painting of a river scene with a boat in the fore
t3_v5qjbw.jpg,a painting of a lake with a green sky
8_254.png,a painting of a house in the countryside
317_75.png,a painting of a green and red square
2004_3.jpg,a painting of a woman sitting on a bench in a park
18029.jpg,a painting of people on a beach near a body of water
38130.jpg,a painting of a man being a woman in a room
20282.jpg,the nat scene with the virgin and the virgin
3463_mainfoto_05_2.jpg,a portrait of a man in a suit
306_8.jpg,an icon of an archangel
155_6.png,a red and white abstract painting with a large white circle
71037.jpg,a painting of a red and blue square
2058_3.jpg,a painting of people in a city
46931.jpg,the painting of the last supper by pablo rivera
47208.jpg,a painting of a man in uniform holding a bow
330_4.png,a wooden sculpture on a white surface
1480907435563782937.jpg,a woman wearing a baseball hat with a heart on it
69929.jpg,a painting of a woman with a red hat
29667.jpg,a blue and orange shirt with a yellow stripe
3430_mainfoto_05_3.jpg,a drawing of a man in a suit
2046_3.jpg,a painting of a man in a red cloak
423_2.png,a painting with a red and white stripe
10708.jpg,a painting of people in a courtyard
44719.jpg,a painting of a woman in a green dress
paul-gauguin_the-hibiskus-tree-1892.jpg,a painting of a tree and a road
33517.jpg,a painting of trees in a field
531_2.jpg,a painting of a red house on a hill
89648.jpg,a painting of people walking down a street
490_1.jpg,the three saints of the virgin and the virgin
30473.jpg,a rocky coast with fishermen on the shore by a rocky shore
13523.jpg,a painting of a tree with a green and red color
83350.jpg,a painting with a yellow and blue paint stroke
0148.jpg,a painting of two people in formal clothing
23914.jpg,a painting of a woman in a white dress
1399.jpg,a painting of a woman in a blue dress
61213.jpg,a painting of a horse pulling a cart
1037914.jpg,a painting of a face with many different colors
657_2.jpg,a painting of a man in a blue suit
00d1895565.jpg,a seahorse is sitting on a rock
82328.jpg,a painting of a woman in a yellow dress
96762.jpg,a yellow and black painting with a black brush
235_5.jpg,a painting of a virgin holding a baby
lucien-pissarro_ivy-cottage-coldharbour-sun-and-snow-1916.jpg,a painting of a snowy scene with a person walking down the road
56769.jpg,a painting of a man reading a book
63620.jpg,a painting of a man on a boat in the ocean
126.jpg,a painting of a beach scene with people on the sand
paul-cezanne_the-great-pine-1889.jpg,a painting of trees in a field
7650.jpg,a blue and green square pillow
41_4.png,a painting of a white horse and a blue and white horse
58835.jpg,"the courtyard of the church of the anns, constantinople, c 1890 - 81"
1480908499281935654.jpg,a blue velvet jacket with multi colored embroidered flowers
1004453.jpg,a painting of a table with a white cloth
30343.jpg,a painting of a river with trees and a mountain in the background
12691.jpg,a painting of a woman with a white dress
24559.jpg,"the cover of the book, the city of the dead"
00000285_(5).jpg,the ruins of the abbey
31055.jpg,a painting of a mountain with a large white cloud
51713.jpg,a painting of a man in a kilt
46251.jpg,a painting of a landscape with a mountain in the background
52791.jpg,a black and white print of a woman holding a sword
60256.jpg,a painting of a river with boats and houses
22127.jpg,olive trees in the mist by claude claude
15397.jpg,a wooden wall panel with geometric design
1043353.jpg,a painting of a city with buildings and a river
1033_2.jpg,a painting of people walking in the snow
1042363.jpg,a painting of a vase with flowers in it
1096799.jpg,a painting of a violin and roses
1057115.jpg,a painting of a red flower on a blue background
34872.jpg,the sea at sainte sainte sainte sainte sainte sainte sainte sainte sainte sainte sainte sainte sainte sainte sainte sainte
35588.jpg,a painting of a woman in a white dress
1480894843055306867.jpg,a man playing a game on a large screen
57701.jpg,a set of black and white squares
330_0.png,a tall orange vase sitting on top of a cement floor
