image_id,description
940.jpg,"the last supper, sis sis sis sis sis sis sis sis sis sis sis sis sis sis sis"
00000166_(4).jpg,the ocean at sunset
1080_1.jpg,a landscape with figures and figures by a river
8_299.png,a painting of a man on a horse
13_142.png,a black and white tile with squares and squares
30681.jpg,a painting of a bridge over a river
43375.jpg,a painting of a tree with leaves on it
2217_1.jpg,a portrait of a man in a black coat and white shirt
00307.jpg,a painting of a house in the distance
15463.jpg,a painting of a city with buildings and trees
t3_psi02e_1.jpg,a painting of a forest scene with a mountain in the background
1480894341383053053.jpg,a man sitting at a desk in front of a computer
paul-gauguin_lollichon-field-1886.jpg,a painting of a village with a dog
16876.jpg,a painting of a woman holding a child
41321.jpg,a painting of a landscape with a mountain in the background
24527.jpg,a gold - plated altar with a depiction of the virgin and saint
rouen-cathedral-portal-in-the-sun.jpg,a painting of a cathedral
102390.jpg,a drawing of a doorway with a man sitting on the floor
330_6.jpg,an old drawing of a city with a lot of people
252_100.png,a painting with red and yellow paint on it
1049286.jpg,a painting of a man with a guitar
1004681.jpg,a painting of a group of people eating
00140.jpg,"the cover of the album,'the man in the chair '"
55092.jpg,a painting of a bridge over a river
54735.jpg,a black and white drawing of a bird
1013345.jpg,violin and music sheet by paul mcc
0289_2.jpg,"portrait of a lady, half length, in a brown dress, with a white collar and a"
40739.jpg,a black square shaped object with a white background
25107.jpg,"the cover of the book, the house of the dead"
Abstract_image_1819.jpg,a painting with torn paper and a red background
70085.jpg,a painting of a man and woman in a room
00088.jpg,a painting of a plant in a blue vase
painting260_1.png,a picture of a mountain with a tree in the fore
84_7.png,a painting of a yellow bird and a red bird
345_4.jpg,a painting of a woman in a blue dress
44454.jpg,a drawing of a woman in a blue dress
41793.jpg,a painting of a city with a clock tower
194_14.png,a painting with a yellow circle on it
13645.jpg,"a painting of a square with a red, yellow and blue square"
paul-gauguin_rouen-suburb-1884.jpg,a painting of a farm with a house in the background
85001.jpg,a painting of a pot with oranges on it
42977.jpg,a painting of a beach with boats and houses
1052464.jpg,a painting of flowers in a vase on a table
50997.jpg,a woman in a dress with a flower on her shoulder
1887_3.jpg,a painting of a woman in a field
21078.jpg,a man playing a guitar on a bench
23215.jpg,a painting of a woman in a red dress and a man in a red robe
490.jpg,the three saints of the virgin and the virgin
89582.jpg,a painting of people in a village
paul-serusier_seashore-1914.jpg,a painting of a rocky coastline with rocks and water
357_10.png,"a painting with a red, yellow and blue block"
81809.jpg,a white and grey rug with a pattern
19047.jpg,a book cover with a man and woman standing next to a suitcase
69406.jpg,two women in kimono by utagawa
4073.jpg,a painting of a man with a beard
16836.jpg,a painting of a man with a beard
119_48.png,a painting with white paint on a brown background
186_3.jpg,a large metal sculpture made out of magazines
1872_3.jpg,a painting of two people in a room
335_16.png,a painting of a red butterfly
19898.jpg,a painting with a black and white letter on it
89596.jpg,a painting of a waterfall with water and rocks
the-cabin-at-saint-adresse.jpg,a painting of a house on the water
1044388.jpg,a painting of flowers in a vase on a table
24283.jpg,a painting of two children sitting on a couch
123_7.jpg,a painting of a man in a black hat
BCN_LH_066-001.jpg,a painting of a nat scene with angels and a shepherd
158_16.png,a painting of a black and red nebula
17576.jpg,a pink and gold print with a woman's head
222_11.png,a drawing of a white sheet with black lines
224_15.png,a painting with a green and blue paint spied on it
camille-pissarro_landscape-with-house-in-the-woods-in-saint-thomas-antilles.jpg,a painting of a house in the woods
0085_2.jpg,a painting of a woman in a blue dress
1000451.jpg,a painting of a woman and child in a garden
1480894533247031399.jpg,a man sitting at a table with a cup of coffee
11115237.jpg,a painting of a cityscar
25961.jpg,a painting of green fruit on a white plate
119_41.png,a drawing of a woman and a man
22230.jpg,a painting of a woman in a white dress
16191.jpg,a painting of a man in a fur coat
10697.jpg,a painting of a man and woman in a room
1082053.jpg,a painting of a table with fruit and a vase
Abstract_image_1373.jpg,a painting with a flower on it
cezanne_249.jpg,a painting of a man in a black hat and top hat
1589_2.jpg,"portrait of a lady, half length, in a brown dress, with a white collar and a"
00000033_(3).jpg,the mountains and valleys of the alps
13489.jpg,a book with a picture of a man on a boat
2381.jpg,a painting of a man with an umbrella
45124.jpg,a painting of a woman smoking a cigarette
1099439.jpg,a drawing of a man in a chair
20379.jpg,a painting of a building with many different colors
22467.jpg,the adoration of the innocent by giovanni de velo
lucien-pissarro_fishpond-bottom-1915.jpg,a painting of a hilly landscape
t3_lvqv7d_1.jpg,a painting of a man sitting at a table
35504.jpg,a portrait of a man with a beard and a helmet
279_9.jpg,a painting of a mother and child on a table
1035641.jpg,a painting of sunflowers in a blue vase
1120561.jpg,a painting of eggs and a kettle on a blue table
696.jpg,a painting of a man in a hat and suit
35473.jpg,a painting of a rocky landscape with trees
