image_id,description
24909.jpg,a painting on a wall with a framed frame
the-beach-at-pourville.jpg,a painting of a beach with a cliff in the background
1048355.jpg,a painting of a factory with smoke stacks
79364.jpg,a painting of people walking down a street
00270_1.jpg,wheatfield with cypresses by vincent van gogh
1037851.jpg,still life still life still life still life still life still life still life still life still life still
49049.jpg,a woman in a kimono
23735.jpg,a painting of a woman sitting on a ledge
1088666.jpg,a painting of fruit and flowers on a table
5787_mainfoto_05_3.jpg,a sculpture of a woman holding a bird
4589_mainfoto_05_3.jpg,a sculpture of a man sitting on a rock
43916.jpg,a painting of a man on a horse
63403.jpg,a painting of a snowy scene with trees and buildings
1002478.jpg,a painting of a vase of flowers on a table
0743_1.jpg,a painting of a man on a horse with a bird flying above him
2101_2.jpg,a painting of a group of naked men
robert-lewis-reid_meadow-with-brook-medfield-massachusetts-1909.jpg,a painting of a stream in the woods
pierre-auguste-renoir_the-large-tree.jpg,a painting of a tree in a garden
92467.jpg,the creation of adam
39242.jpg,a drawing of a circle with a line of lines
t3_sjefq1_1.jpg,a painting of a person in a white cloak
37762.jpg,"the beach at sainte - vic, 1888 canvas print"
298_16.png,a painting with black and red paint
90646.jpg,the garden of earthly by pieter de bre
39409.jpg,a drawing of a woman with a black and white background
269_1.png,a wall with a lot of paint on it
19845.jpg,a painting of a woman in a pink dress
512_2.jpg,two women in a painting
1652_2.jpg,a painting of a sunset over a body of water
49849.jpg,a painting of a town and a river
claude-monet_gardener-s-house-at-antibes.jpg,a painting of a house in the distance
12971.jpg,a painting of a woman in a black coat and hat
115_9.png,a painting of a triangle with a white background
30003748.jpg,"the school of san, the school of san, the school of san, the school of san"
john-singer-sargent_landscape-with-rose-trellis-1886.jpg,a painting of a field with flowers
18540.jpg,a red shirt with a painting of a man on it
10012.jpg,a painting of a man and woman in a forest
73984.jpg,a painting of a table with a bowl of fruit
102768.jpg,a painting of a man and woman in a courtyard
30756.jpg,a painting of a field with yellow flowers
24332.jpg,a painting of a man sitting on a log
38341.jpg,a painting of a cross on a wall
4_90.png,a painting with a yellow and red stripe
71_30.png,a painting with a bird on it's head
52936.jpg,a painting of a man on a horse
51940.jpg,the ceiling of the church of san
1259_3.jpg,a miniature portrait of a gentleman
1092965.jpg,still life with a bowl of fruit and a dish of fruit
60918.jpg,a painting of a castle by a river
1043821.jpg,a painting of flowers and leaves on a black background
416_2.jpg,a painting of a woman sitting on a bench
4581_mainfoto_05_1.jpg,an icon with an angel holding a child
1090883.jpg,a painting of flowers in a vase on a table
painting270_1.png,a painting of a snowy scene with trees and a pond
44254.jpg,a brown paper with a pattern of different colors
charles-francois-daubigny_the-banks-of-seine-1851.jpg,a painting of a river with trees and water
1056755.jpg,a painting of a fountain in a park
16869.jpg,a painting of a vase with a rose in it
95457.jpg,a painting of a man being a woman
30003474.jpg,the nat scene with the virgin and angels
maximilien-luce_pasture-in-rolleboise-1939.jpg,a painting of cows grazing in a field
357.jpg,a painting of a woman holding a baby
t3_mq2l3d_1.jpg,a close up of a blue and red marble
30111.jpg,a woman holding a baby in her arms
1513_3.jpg,a painting of a man in a red robe holding a staff
536_1.jpg,a cross stitch picture of the virgin and child person
1752_4.jpg,a painting of a man on horseback with a dog
67254.jpg,a painting of a woman sitting on a chair
the-undergrowth-in-the-forest-of-saint-germain.jpg,a painting of a path through a forest
1035652.jpg,a painting of a church in the countryside
1787_5.jpg,a painting of a group of men in a building
327_13.png,a black square with three large rocks on it
2193.jpg,"the great pyramid, from the illustrated by the british"
10_10.png,a painting of two red flowers on a white surface
1013287.jpg,a painting of a glass and books on a table
t3_upiajb.jpg,a painting of a tree in the middle of a field
89126.jpg,a painting of a table with a vase and other objects
18102.jpg,a poster for the film the red fox
1758.jpg,a painting of a man in a black hat and black dress
edgar-degas_landscape-1.jpg,a painting of a hill with a road going through it
25639.jpg,a painting of a forest with trees and a path
0541_1.jpg,a painting of a man in a yellow vest and red vest
6418.jpg,a painting of a woman in a white dress
1099133.jpg,a painting of sunflowers in a vase on a table
0111_1.jpg,a painting of a man with a feathered hat
52471.jpg,a painting of a group of people in a room
1041542.jpg,a painting of flowers in a vase on a table
1081394.jpg,a painting of fruit and a vase on a table
14452.jpg,a painting of a red square with a black and green square
65542.jpg,a painting of a yellow square with a red stripe
56899.jpg,a painting of a baby in a chair
claude-monet_the-house-seen-from-the-rose-garden-3-1924.jpg,a painting of a tree in the middle of a field
16122.jpg,a drawing of a woman in a hat
Andrea_del_Sarto_009.jpg,the ann of the ann of the ann of the ann of the ann of the ann of the
1082_1.jpg,a view of the city of antwerp with a river and a bridge
1004458.jpg,a cat and a dog on a table by a window
68572.jpg,a painting of a city with buildings and trees
49_1.png,a painting of a blue and yellow landscape
50266.jpg,"a group of men in native clothing, including a horse and a man with a spear"
1004440.jpg,a painting of a fish and a bowl of oyster
