image_id,description
126_7.jpg,a cartoon depicting the person and the lion
12481.jpg,a painting of a lighthouse on a hill
155_5.jpg,a drawing of two men on horsebacks
88883.jpg,a painting of a woman in a white dress
1 (2294).jpg,a young man with a beard and blue eyes
177_199.png,a drawing of a woman with a drum
80303.jpg,still life with fruit and flowers oil painting - jan van derberg
The Baby Marcelle Roulin 2.jpg,a painting of a baby in a white dress
45483.jpg,a man on a horse with a dog
21436.jpg,a painting of a skull and two skulls
1101627.jpg,a painting of a teapot and a cup on a table
14675.jpg,a painting of a woman in a room
49371.jpg,"the adoration of the cross, c 1480 - 151"
10683.jpg,a black and white print of a woman with a cat
18363.jpg,a painting of a street with buildings and a clock
90410.jpg,a painting of a woman in a red dress
97482.jpg,a painting of a woman in a blue dress
2_120.png,a painting of a group of people
12438.jpg,a painting of a red and green plant
798_1.jpg,a painting of a road with trees and buildings
t3_v16po6.jpg,a painting of a waterfall in the woods
1003788.jpg,a painting of a bowl and a plate on a table
94375.jpg,still life still life still life still life still life still life still life still life still life still
22311.jpg,a painting of a woman in a red dress and a man in a white robe
1507.jpg,a drawing of a man in a hat
41809.jpg,a painting of a man and woman with sheeps
1999_2.jpg,a painting of a woman in a blue dress
52436.jpg,"a painting of a green, blue, and red abstract"
369_3.jpg,a painting of a man in armor
367_5.jpg,our lady of guadalupe
not_detected_212144.jpg,a painting of a woman sitting on a bench by a river
50643.jpg,a painting of a woman with flowers in her hand
t3_juo2ue.jpg,a painting of a woman with blonde hair
00000199_(3).jpg,a snowy mountain scene
15_60.png,a painting of a heart with a knife
30002241.jpg,the garden of earthly by pieter de bre
143_40.png,a painting with blue and red paint
95392.jpg,a blue plastic square with square and square shapes
pierre-bonnard_the-pont-de-vernon-1920.jpg,a painting of a house with a view of the city
44528.jpg,a woman reading a book in front of a red background
1034738.jpg,a painting of a dining room with a table and chairs
1044078.jpg,a painting of sunflowers in a vase
1087473.jpg,a painting of a table with flowers and fruit
42845.jpg,a red square with a white border
46824.jpg,a painting of people in a street
95154.jpg,"a painting of a blue, yellow and red abstract design"
75473.jpg,"a painting of a blue, yellow and red square"
58947.jpg,a painting of two men with a duck
22071.jpg,a painting of a blacksmith in a workshop
101508.jpg,a painting of a house in the middle of a neighborhood
1004497.jpg,a painting of a man in a black hat and black shirt writing
64_2.png,a painting with a white background and a white background
256_45.png,a painting with a white background and a yellow and blue border
128_59.png,a poster for the exhibition of the exhibition of the exhibition of the exhibition of the exhibition of the
1001441.jpg,"the fall of the rebel, by francisco de castro"
67847.jpg,a painting of a woman with a red dress
352_27.png,a painting of a woman in a white dress
91181.jpg,a painting of a boat with people on it
1480904426336451305.jpg,a woman in a red dress and black boots
t3_vaw657_1.jpg,a large field with a lot of grass
1012471.jpg,a painting of a street scene with people
36015.jpg,a painting of a woman in a black dress
36625.jpg,"a painting with a red, blue and yellow stripe"
21679.jpg,a painting of people in a room with a statue
13788.jpg,"the cover of the book, the art of the modern age"
algernon-talmage_hampshire-countryside.jpg,a painting of trees in a field
00084.jpg,a painting of a rocky landscape
1007369.jpg,a drawing of a woman sitting on a chair
101240.jpg,a colorful lamp with circles on it
30000514.jpg,the virgin and child with saints
cezanne_308.jpg,a painting of a man sitting in a chair
6198.jpg,a painting of a woman in a hospital room
54925.jpg,a painting of a man with a beard
0069_1.jpg,a portrait of a young girl
37755.jpg,a painting of a woman sitting in a chair
1654_2.jpg,a winter landscape with figures and figures by a river
18542.jpg,a painting of a brown and brown abstract painting
53871.jpg,a painting of a man standing on a hill
00000228_(5).jpg,a couple sitting on a rock on the beach
23745.jpg,a woman in a window by an old woman
69_1.jpg,a portrait of a man in a black and white image
53966.jpg,the col col col col col col col col col col col col col col col col col col
15471.jpg,the adoration of the cross by raphael van der
0659_3.jpg,a painting of a woman in a black dress
40559.jpg,a man in a suit sitting in a chair
1 (2752).jpg,beautiful woman with purple eyeshade stock photo
103008.jpg,a painting of a red circle on a black background
96_32.png,a painting of a cityscape
00000124_(6).jpg,a bridge in the fog
1631_5.jpg,a painting of a village with a river and a village
30753.jpg,a painting of a city with a church in the background
71524.jpg,the last supper by rer van
40245.jpg,"the seine, 1888 by claude - jean - louis"
15593.jpg,a painting of a blue and red abstract design
58_1.jpg,the icon of st nicholas
frank-w-benson_cedars-1921.jpg,a painting of trees in the snow
88575.jpg,a painting of a building with a tree in the fore
t3_tgcraz.jpg,a painting of a forest with trees and rocks
405_9.png,a painting with yellow and purple stripes
88067.jpg,a painting of a deer skull with flowers in the fore
