image_id,description
326_5.png,a painting on a wall in a room
91_26.png,a painting of a boat in the water
718_3.jpg,a wall with paintings
1542_5.jpg,a portrait of a man in a black coat and white shirt
11122275.jpg,a painting of a city street with buildings
t3_ts6qr7.jpg,a painting of a woman in a red coat
254_1.jpg,a book sculpture of two people holding hands
42892.jpg,a painting of a house and trees
00000212_(6).jpg,a body of water
1058801.jpg,a painting of a vase of flowers on a pink background
57834.jpg,a painting of people on a dock
11007.jpg,a painting of a stream in the snow
1285_2.jpg,"two figures in the sea, c c"
44625.jpg,a painting of a beach with people on the sand
36770.jpg,the ann of the ann of the ann of the ann of the ann of the ann of the
87762.jpg,a yellow and white painting with a white figure
Green Ears of Wheat.jpg,a painting of a field with a sky in the background
1056_4.jpg,a view of the city of venice by a river
41835.jpg,a painting with a gold foil on it
42365.jpg,a painting of a church in the woods
1304_4.jpg,a painting of a woman in a black dress
29822.jpg,a painting of a vase and a vase on a table
70218.jpg,"the thames, london by claude claude"
97673.jpg,a painting of a village with a dog
35058.jpg,a painting of a mountain with a blue sky
71123.jpg,a painting of a blue and white vase and a blue and white cup
112_6.jpg,a bronze statue of a man with a raised arm
1002076.jpg,a painting of two men sitting at a table
29863.jpg,a painting of a lake with trees and bushes
johan-jongkind_a-windmill-near-delft-1857.jpg,a windmill in the water with a boat in the fore
35762.jpg,a black and white photograph of a circular pattern
1480895055739972674.jpg,a person wearing white sneakers and jeans
247_10.png,a painting of a green and yellow triangle
48834.jpg,a painting of a city street at night
1030769.jpg,a painting of a woman with flowers in her hair
33231.jpg,"claude monet's impressione, the trees in the water"
20063.jpg,a painting of a cityscar with buildings in the background
162_21.png,a white circle with black dots on it
1011946.jpg,a painting of flowers in a vase on a table
56470.jpg,a painting of a woman in a blue dress
00557_1.jpg,a painting of a woman in a garden
claude-monet_view-of-cap-d-antibes.jpg,a painting of a mountain landscape with trees and water
62779.jpg,a group of colorful circles on a white background
olive-trees-study.jpg,olive trees in the garden of get
57611.jpg,a painting of a woman in a white dress
1058064.jpg,a painting of flowers on a wall
106_8.png,a painting of a blue frame with a painting of a landscape
101518.jpg,a painting of a woman with a hat
53531.jpg,a painting of two women sitting on a hill
33466.jpg,a painting of a river scene with a man on a horse
49349.jpg,a painting of a woman in a red skirt
170_22.png,a black and white painting on a white wall
198_53.png,a painting of a red square with a line of lines
93359.jpg,a painting of tools and a piece of paper
0734_3.jpg,a miniature portrait of a man
17882.jpg,a painting of people walking in a park
1009318.jpg,a painting of jesus and mary
1853_2.jpg,the battle of the nations
245_122.png,a pink and black print with a picture of a woman
57279.jpg,a painting of a man in a black hat
t3_s2zgsa_1.jpg,a painting of a woman standing in the water
nativity-1500.jpg,the adoration of the adoration of the adoration of the adoration of the adoration
19662.jpg,a painting of a mountain scene with trees and a lake
98539.jpg,a painting of a cow with a bottle of milk
0332_2.jpg,a painting of a woman holding flowers
220_4.jpg,a painting of the virgin and child
11111.jpg,a painting of a woman in a red head scarf
409_5.png,a white wall with a gold frame on it
125_52.png,a painting of a square with a blue and brown square
1002038.jpg,a woman feeding a bird by a window
81355.jpg,a painting of a square with a colorful pattern
60595.jpg,a white and red square with a yellow rec
72376.jpg,a painting of a square with a black and white stripe
6358.jpg,a painting of a man looking out a window
47409.jpg,a woman in a room with a man standing next to her
142.jpg,a painting of a group of people sitting around a table
63640.jpg,a painting of a man sitting in a cave
1040031.jpg,a painting of flowers in a vase on a table
904_1.jpg,a painting of a woman sitting on a bench
114_5.jpg,"statue of person, the founder of the person"
1876_4.jpg,a painting of a woman and a man sitting at a table
411_10.png,a painting of a vase with flowers in it
876.jpg,a drawing of a mountain with a waterfall in the background
20723.jpg,a painting of people dancing in a wooded
17074.jpg,a painting of a boy in a striped shirt
Abstract_image_2050.jpg,a painting of a vase of flowers
52702.jpg,a painting of a man in a chair
1196_3.jpg,a painting of a woman in a park
00000082_(7).jpg,a green field with a building in the background
114_24.png,a painting of a flower on a brown background
1486_2.jpg,the battle of waterloo
33393.jpg,a painting of a mountain stream with houses in the background
0107.jpg,a painting of a man on a horse with a bird flying above him
jean-monet-in-the-craddle.jpg,a painting of a woman in a white dress and a white hat
1915_3.jpg,two young girls in a landscape
9206.jpg,a painting of a river with trees and grass
40004484.jpg,a painting of a man laying on a cross
64539.jpg,a painting of a castle by a river
2036.jpg,the painting of the landscape of the valley
46583.jpg,a painting of a woman with flowers in her hair
