image_id,description
0764_2.jpg,"portrait of a lady, half length, in a brown dress, with a white collar and a"
13723.jpg,a painting of a woman sitting under a tree
00000250_(6).jpg,a mountain with a lake in front of it
1838_1.jpg,a painting of a man in a red robe holding a staff
54314.jpg,a painting of mountains and clouds
44595.jpg,a painting of a mountain scene with a man on a horse and a man on a horse
64166.jpg,a painting of flowers and fruit on a table
14409.jpg,a painting of a beach with a boat in the water
36425.jpg,a painting of a woman in a black dress
0019.jpg,a portrait of a young girl
1542_3.jpg,a painting of a woman in a forest
64288.jpg,a painting of a man in a suit
1009268.jpg,the virgin and the virgin
t3_vb0g3z_1.jpg,a painting of a bottle of liquid and some fruit
1120210.jpg,lilas in a vase
37743.jpg,a painting of a man with a flower in his hand
1053598.jpg,a painting of flowers in a vase on a table
1035589.jpg,three paintings of coffee and nuts
1012555.jpg,a painting of a citysca with a white building
84c7171790.jpg,a crab with a white background
29700.jpg,a painting of a man with a beard
1480904732628271526.jpg,a woman wearing a blue shirt
1480884195387855895.jpg,a man walking down a street at night
34426.jpg,a painting of a woman in a white dress
45025.jpg,a painting of a pear and a pyramid
87222.jpg,the village at au - saint - paul
vincent-van-gogh_barn-and-farmhouse.jpg,a drawing of a house and a tree
1 (2372).jpg,a man with a necklace and a necklace with a flower
26910.jpg,a painting of trees in a field
1480905329528291056.jpg,a person standing on a bridge looking at the water
1122402.jpg,a small square pillow with a rat and a butterfly
1042198.jpg,"still life with blueberries, still life with blueberries, still life with blueberries, still"
48650.jpg,a painting of a man sitting at a desk
49_0.png,a drawing of a sun with a star in the middle
john-singer-sargent_dugout-1918.jpg,a painting of a man in a desert
00000100_(4).jpg,a beach with a sunset and clouds
203_59.png,a pair of black and white oval shapes
7b60545ae4.jpg,a blue dragonfly rests on a lily
1621_2.jpg,a painting of three women in a black and red dress
82942.jpg,"the cover art for the album,'the way to the sun '"
385_30.png,a painting with many colors and shapes
10242.jpg,a painting of a woman and a child in a kitchen
25448.jpg,a painting of a house in the distance
1701_2.jpg,a painting of a woman in a chair
29684.jpg,a painting with a white background and a brown and green painting
1493_3.jpg,a painting of a man on a horse with a bird flying above him
vetheuil-seen-from-ile-saint-martin.jpg,a painting of a river with a small town in the background
58495.jpg,a painting of soldiers outside a house
t3_tvz8qr_1.jpg,a painting of a person wearing a pair of shoes
1686_mainfoto_05.jpg,a bronze bust of a man with a hat and a wooden base
335_21.png,a painting of a flower
40004221.jpg,"the cover of the book, the art of the renaissance renaissance"
21310.jpg,three paintings of a man and two women with children
t3_vad666.jpg,a painting of a group of people in protective gear
00000098_(4).jpg,the beach at low tide
272_11.png,a painting on a white wall with a blue and white paint
318_14.png,a painting of a circular design on a brown background
220_20.png,a painting with black and white squares on it
53659.jpg,a painting of a group of people in a park
0402.jpg,a landscape with figures and figures by a river
64073.jpg,a painting of a man in a mirror
40780.jpg,a painting of a road with trees and mountains in the background
13241.jpg,a painting of trees in the woods
741_1.jpg,the virgin of the immaculate mother
1088753.jpg,a painting of a man sitting on a chair
1101_4.jpg,a painting of a city with a large building in the background
60123.jpg,a painting of a group of people in a room
00508.jpg,a painting of a tree in a field
363_23.png,"a painting of a large, colorful, abstract pattern"
808_2.jpg,a painting of a landscape with a view of the sea
52076.jpg,a painting of a woman in a red dress
34924.jpg,a painting of a man riding a horse
78736.jpg,a painting of a woman with a bird on her shoulder
87104.jpg,"the adoration of the cross, c 1480 - 1460"
0261_2.jpg,a painting of a family with a child
337_3.jpg,the icon of the virgin mary and child
66277.jpg,a painting with a yellow circle on it
1854_3.jpg,a painting of a woman in a black dress
1340_3.jpg,a painting of a woman sitting under a tree
t3_unjv7k_1.jpg,a painting of a cityscape
267_5.png,a blue square with a hole in the middle
t3_mckid1_1.jpg,a painting of people walking down a street
86766.jpg,a painting of a church in the countryside
91352.jpg,a painting of a city with buildings and people
19878.jpg,a painting of a mountain lake with a horse and a man on the shore
10361.jpg,a painting of a man with a hat and a hat
45605.jpg,"the ann of the virgin and the virgin, by raphael van der"
11366.jpg,a painting of a man with long hair and beard
24942.jpg,jesus and the child
1088163.jpg,a painting of flowers in a vase on a table
84807.jpg,a painting of a village with a road and a church
46429.jpg,a painting of a farm with a man and a woman in the fore
30004101.jpg,the virgin and the virgin by leonardo leonardo van van
94489.jpg,a painting on a wall with a blue and white design
77317.jpg,a painting of a woman with a red dress
178_5.jpg,a painting of rocks on the beach
3425_mainfoto_05_1.jpg,a painting of people in a large room
109_36.png,a drawing of a woman in a dress
70361.jpg,a painting of a woman in a room with a man
1089350.jpg,a painting of a woman sitting on a chair
