image_id,description
1013295.jpg,a painting of two apples and a bowl of fruit
256_52.png,a painting of a pink and brown color
38877.jpg,a painting of a man in uniform
1007776.jpg,a painting of a heart and a vase
72328.jpg,a painting of a building with a doorway
t3_seq5wv_1.jpg,a painting of cows grazing in a field
69905.jpg,a painting of people in the snow
317_53.png,a painting of a flower on a blue background
54118.jpg,a painting of a forest with rocks and trees
126_7.png,a white and yellow ball with two red and blue eyes
gustave-caillebotte_promenade-at-argenteuil.jpg,a painting of trees in a park
77_4.png,a painting with many different colors and shapes
20503.jpg,the adoration of the innocent by jan van de maas
54514.jpg,a painting of a man in a white robe and a white robe
eugene-boudin_etretat-beached-boats-and-the-cliff-of-aval.jpg,a painting of boats on the beach
Abstract_image_2656.jpg,a drawing of a woman with a hat
26021.jpg,a painting of a man on a hill with a bird flying over him
23094.jpg,a painting of a spiral design
28471.jpg,a painting with a black and white design
4012.jpg,a painting of trees and water
64035.jpg,a painting of a river with a bridge
94034.jpg,the cr cr cr cr cr cr cr cr cr cr cr cr cr cr cr cr cr cr
37280.jpg,"a painting with red, green and yellow squares"
cezanne_297.jpg,a painting of people walking through a forest
2408.jpg,a painting of a city with trees and buildings
47517.jpg,a painting of two men standing in front of a grave
62809.jpg,a painting of a tree on a hill
1091705.jpg,a painting of flowers in a vase and a bowl
105_11.png,a painting with a lot of paint and a lot of paint
35186.jpg,the ceiling of the church of san
1831_3.jpg,a painting of a kitchen with people cooking
82_24.png,a painting of a skeleton holding a hat
60802.jpg,a painting of a man standing on a rock
30004064.jpg,the virgin and the lion by caravaille
1044439.jpg,a painting of a bridge over a river
1080345.jpg,a painting of houses in a city
21_10.png,a wooden box with a colorful pattern inside
100920.jpg,a painting of a barcode
418_3.jpg,the icon of the mother of jesus
48070.jpg,a painting of a man sitting in a room
52489.jpg,the ann of the ann of the ann of the ann of the ann of the ann of the
7403.jpg,a woman sitting in a chair with a dog
15727.jpg,a painting with a pink and yellow stripe
42983.jpg,a drawing of a woman in a hat
24698.jpg,"a painting of a green, blue and red abstract"
Portrait_de_l%27artiste_%C3%A0_la_lampe_-_Henri_Rousseau_-_Mus%C3%A9e_Picasso_Paris.jpg,a painting of a man with a mustache
27816.jpg,a painting of a path through a park
cezanne_89.jpg,a painting of a mountain with trees
55376.jpg,a painting of a man sitting on a chair
1040075.jpg,a painting of a man sitting on a chair
47646.jpg,"the grand canal, venice, c'est, c'est, c'est, c"
27257.jpg,a painting of people on a beach
53257.jpg,a painting of a mountain scene with a house and a small town
00000190_(3).jpg,a mountain covered in snow
619_3.jpg,icon of the mother of god
1001070.jpg,a painting of people walking down a street
1052755.jpg,a painting of a man in a red robe and a hat
t-c-steele_gordon-hill-1897.jpg,a painting of a river in the countryside
1009047.jpg,the adoration of the virgins by raphael van de velde
49940.jpg,a painting of a street with people walking on it
288_7.png,a clear acryl block with a silver glitter snowman
68400.jpg,"the cover of the book, the knight's tale"
31622.jpg,the cover of the book the man who was the man who was the man who was the man
1014812.jpg,a painting of flowers in a vase on a table
36697.jpg,"three women in a bath by henri, henri"
22564.jpg,a painting of a man with a beard and a white beard
27145.jpg,a yellow square plate with a white border
robert-lewis-reid_stony-pasture.jpg,a painting of a hill with trees and rocks
15203.jpg,a painting of a city street with people walking
125_29.png,a green and purple square on a white background
65703.jpg,a painting with yellow and black lines
t3_vc9w79_1.jpg,a painting of a cityscape
00000252_(4).jpg,a surfer walks along the beach
childe-hassam_new-england-headlands.jpg,a painting of houses on the shore
13219.jpg,a painting of a man in a green suit
0358_3.jpg,a view of a harbor with a castle and a boat in the distance
57275.jpg,a painting of a man in a brown coat
t-c-steele_the-shades-1888.jpg,a painting of a stream in the woods
1084738.jpg,a black and white illustration of a citysca
60183.jpg,a painting of a black and red circle
t3_una7md.jpg,a painting of a frog with a blue background
1083581.jpg,a painting of trees and a house
73055.jpg,the martyr of saint peter and st peter
61906.jpg,a painting of a group of people
359_7.png,three yellow paintings hanging on a wall
128_107.png,"a painting with a green, yellow and blue stripe"
0373_1.jpg,a painting of two people in formal clothing
2344_4.jpg,a portrait of a young girl
252_34.png,a painting of a woman with a black and white dress
84814.jpg,a painting with red and white paint on it
1958_1.jpg,a painting of a moon over a lake
22233.jpg,a painting of a village with houses and a road
189_5.png,"a painting of a circle, a circle and a circle"
32_2.png,"a painting with black, blue and grey squares"
175_35.png,a painting of two blue and red geometric shapes
30001419.jpg,a painting of a building in a city
1055428.jpg,a painting of a city with buildings and people
1084545.jpg,a painting of a city street at night
89936.jpg,fresco of the virgins
13503.jpg,a painting of a man in a black suit
