image_id,description
guy-rose_laguna-beach.jpg,a painting of a beach with cliffs and water
10_10.jpg,a painting of a woman
52385.jpg,a painting of a woman in a pink dress
164_8.jpg,a silver and gold icon of the virgin mary
64502.jpg,a painting of a striped pattern
t3_tz7t3m_1.jpg,a painting of a field with flowers and trees
0579_1.jpg,a miniature portrait of a boy in a gold frame
396_21.png,a purple and red striped pattern on a white background
30506.jpg,a painting of a landscape with trees and a building
690_2.jpg,the virgin and child
0492_2.jpg,a portrait of a man in a black coat and white shirt
1054441.jpg,a view of a street with figures and figures by joseph joseph
claude-monet_the-ball-shaped-tree-argenteuil.jpg,a painting of a lake with trees and a house in the background
21363.jpg,a painting of a woman holding a baby
65_15.png,a painting of a man with a purple and green background
samuel-peploe_landscape-with-haystacks-1911.jpg,a painting of a storm over a mountain
21172.jpg,a painting of a white house with a red door
101553.jpg,"a painting with yellow, blue and green colors"
37655.jpg,a painting of a man in a suit and hat
69587.jpg,a camouflage camouflage pattern in green and brown
48213.jpg,a painting of a family in a field
419_7.png,a piece of metal on a white wall
51902.jpg,a painting of a building with a man walking by
88379.jpg,a blue and yellow square with a red square
17261.jpg,a painting of two men sitting on a bench
1363_5.jpg,a painting of a man in a red robe holding a staff
41839.jpg,a painting of a man playing a violin in a field
0569_3.jpg,a portrait of a young girl
40578.jpg,a painting of two children sitting in the snow
44234.jpg,a painting of a girl in red dress
8_323.png,a black and white drawing of a square with a square in the middle
00000145_(2).jpg,a large wave crashes over rocks on the coast
claude-monet_garden-at-vetheuil.jpg,a painting of a path through trees
00679.jpg,a painting of a village with a cloudy sky
52508.jpg,a painting of a village with a man on a horse
1781_5.jpg,a painting of a forest with trees and a stream
35635.jpg,portrait of a man in a black hat by retti
10471.jpg,a painting of a boy holding a ball
2_140.png,a painting with abstract shapes and lines
2029_3.jpg,the battle of the alams
177_75.png,a red and gold dice with a gold dot
1724.jpg,a painting of a river with a house in the background
t3_o1ig0m.jpg,a painting of a man in a white shirt
11111231.jpg,a picture of a painting on a wooden fence
213_4.jpg,a painting of a landscape with a small town in the background
374_1.png,a painting of a square with circles and squares
0701_3.jpg,a painting of a man in a red coat and a man in a black coat
53954.jpg,a painting with a vase of flowers on it
488_5.jpg,the virgin mary and child
55331.jpg,a painting of a river with houses on the shore
1038495.jpg,still life still life still life still life still life still life still life still life still life still
27385.jpg,a painting of trees in a forest
102748.jpg,a painting of a white cloud in the sky
45098.jpg,a painting of a street scene with buildings
518_2.jpg,a drawing of a woman sitting on a couch
92607.jpg,still life with apples and a glass of water by paul mcc
1085909.jpg,a painting of apples and a bottle on a table
80475.jpg,a painting of a group of people in a room
1031058.jpg,a painting of roses in a vase on a green background
alfred-sisley_the-loing-at-moret-1886.jpg,a painting of trees and water
27656.jpg,a painting with blue and yellow paint sperings
29748.jpg,a painting of a woman in a green dress
9_99.png,"a painting with a red, green and blue abstract design"
1669_4.jpg,a portrait of a young girl
40474.jpg,the baptism of christ by jean - baptiste
t3_v788ne.jpg,a painting of a woman with a white veil
39660.jpg,a painting of a woman with a black and red dress
102435.jpg,a painting of flowers in a circle
25517.jpg,a painting of a landscape with a river and a mountain in the background
1004845.jpg,a painting of people outside a hut
71174.jpg,a painting of a street scene with a man walking down the street
11112556.jpg,a painting of a snowy scene with a street
147_20.png,a gold plated metal plate on a wooden table
alfred-sisley_a-corner-of-the-roches-courtaut-woods-june-1884.jpg,a painting of trees and a road
69019.jpg,"a painting of a woman with a red, yellow and blue dress"
3661.jpg,the painting of the painting of the emperor emperor emperor emperor emperor emperor emperor emperor emperor emperor emperor emperor
0280.jpg,a portrait of a man in a red coat
0761_2.jpg,a painting of a man with a feathered hat
95730.jpg,a painting with black and red lines on it
2142_4.jpg,a portrait of a man in a black coat and white shirt
28017.jpg,a painting of a dirt road with trees in the background
87779.jpg,a black and white rug with fringes
27827.jpg,a painting of a rocky landscape
73534.jpg,a painting with a red and blue frame
1004734.jpg,still life with fruit and vegetables by jan van derberg
1030594.jpg,a painting of flowers in a vase on a table
393_386.png,a black and white painting with a black and white background
jose-maria-velasco_ladera-occidental-del-cerro-de-guerrero-1876.jpg,a painting of a mountain scene with cattle grazing
camille-pissarro_the-little-bridge-pontoise-1875.jpg,a painting of a man walking down a path
46422.jpg,a painting of a man and woman
2923.jpg,a painting of a dirt road with trees and bushes
119_58.png,a painting with many different colors and shapes
34059.jpg,a painting of boats in a harbor
84698.jpg,an icon of st john the apostle
77503.jpg,a painting with a blue and brown design
59957.jpg,a painting of a man and woman in a field
44591.jpg,a painting of a man with a beard
Self-Portrait with Straw Hat 3.jpg,a painting of a man with a straw hat
1056046.jpg,a painting of a street with trees and buildings
paul-cezanne_farmyard-at-auvers.jpg,a painting of a tree in a city
