image_id,description
21811.jpg,a woman in a black dress sitting on a red chair
23420.jpg,a painting of a woman with a rake and a dog
claude-monet_the-tuileries-study-1876-0.jpg,"the gardens at fontaine, paris by claude - jean - louis"
44394.jpg,a painting of a woman in a white cloak
80544.jpg,a painting of a woman in a pink dress
55634.jpg,a painting of a man with a book
1092197.jpg,a painting of a garden with flowers and fruit
302_6.jpg,a sculpture of a rhino with a laptop on its back
00000282.jpg,a beach with rocks and water at sunset
1084296.jpg,a painting of a red building on a street
1047327.jpg,a painting of people walking down a street
26967.jpg,a drawing of a tree with a bird on it
42277.jpg,a black and white photo of a man in a suit
Portrait of the Artist s Mother.jpg,an old woman with a black hat
68954.jpg,a painting of a man on a horse
58793.jpg,a painting of a city at night
00000091_(6).jpg,a river with mountains in the background
00299.jpg,a painting of a mountain landscape
30252.jpg,a painting of a city street with people walking
335_3.jpg,a white marble sculpture of a woman
27523.jpg,a painting of a woman with a black head
40004720.jpg,a painting of an old man reading a book
00000003_(2).jpg,a small stream in the middle of a field
438_31.png,a pink wall with a hole in it
88997.jpg,a painting of a house with books on the roof
198_37.png,a painting of a pink and yellow square
390_1.png,a painting on a wall
102718.jpg,a painting of a cow and a bird on a mountain
t3_ux20d1.jpg,a painting of bisons in a field
57801.jpg,a painting of a man with a guitar
2022_1.jpg,a painting of two people in a room
46317.jpg,a painting of a river with a waterfall in the background
1103.jpg,"the family of louis ii and his wife, princess charlotte"
66_9.jpg,a painting of a group of people in a field
11111354.jpg,a painting of a sunset over a body of water
9_32.png,a painting with a yellow circle on it
80936.jpg,the painting of the last supper of the virgins
0869.jpg,a portrait of a young girl
0669_3.jpg,a portrait of a young girl
664_2.jpg,"two men playing cards by henri, henri"
53704.jpg,a painting of a man on a horse in the snow
76509.jpg,a painting with a red and yellow paint on it
98291.jpg,a painting with a circular shape on it
114_2.jpg,"statue of person, the founder of the person"
00293.jpg,a painting of a road
22972.jpg,a painting of a man in a black cloak
22440.jpg,a drawing of a woman with a headband
00000166_(5).jpg,a beach with a wooden fence and a blue sky
77.jpg,a painting of a table with a bowl and a cup
gustave-loiseau_in-the-mountains.jpg,a painting of trees in the woods
9480.jpg,a painting of flowers in a garden
58361.jpg,a yellow square with red and black squares
35527.jpg,a painting of three nudes in a green field
t3_v3vu2n_1.jpg,a painting of a cat sitting on a table
270_1.png,a painting on a wall with a blackboard and pink paint
219_3.jpg,an icon of the virgin mary and child jesus
93581.jpg,a painting of a circular shape with a green background
00000027_(4).jpg,a person walking on the beach near the water
335_14.png,a painting with black and red paint on it
00000298_(6).jpg,a man standing in a field of green grass
2137_3.jpg,a painting of people playing in the snow
1011655.jpg,a painting of flowers and fruit on a table
148_51.png,a painting with yellow and blue paint on it
141_14.png,"a white and grey rug with a pattern of small, wavy lines"
93464.jpg,a painting of a woman sitting in a room with other people
Abstract_image_2014.jpg,a painting of a bird with a green and yellow beak
393_320.png,a green and black painting with a black background
60001720.jpg,a painting of a street with a building in the background
54266.jpg,a painting of a woman sitting in a chair
t3_v9pk55_1.jpg,a painting of a man with a beard
102_59.png,"a painting with black, white and red colors"
the-siene-at-argentuil.jpg,a painting of a river with a boat in the water
53397.jpg,a painting of a man in a black coat
7ed8f8523b.jpg,an oranguel eating a banana
98458.jpg,the last judgement of christ by sandro botanio
28981.jpg,a drawing of a rainbow
33197.jpg,a painting of two women in a garden
24_14.png,a painting of two people standing in front of a building
t-c-steele_talbott-place.jpg,a painting of trees and grass in a field
00548.jpg,an angel and a man in a dark room
21230.jpg,a painting of a lake with mountains in the background
43155.jpg,the baptism of christ by jean - baptiste depar
617_3.jpg,a painting of a woman in a blue dress
207_18.png,a painting of a red and white square
52804.jpg,a painting with a yellow background and a blue and yellow background
2284 20.26.31_2.jpg,a painting of two people in a room
16713.jpg,a woman in a kimono kimono
46093.jpg,a painting of a man with a white collar
310_6.png,a black piece of wood with a white background
8fd3cea7b7.jpg,a crab with its head in the sand
72876.jpg,"a painting of a square with a red, green and blue border"
2119_2.jpg,a portrait of a young girl
53364.jpg,a painting of a woman with a red shirt
1 (2449).jpg,a young man with blond blond hair and blue shirt
7470.jpg,a painting of people in the water
71_27.png,a painting by painting artist
0526_2.jpg,a view of venice with the ri ri
17424.jpg,a painting of a bird and a bird nest
1480901906044904569.jpg,a kitchen with a large island and a sink
