image_id,description
325_6.jpg,a small box with a painting of two women
29175.jpg,a painting with a black and blue stripe on it
childe-hassam_point-lobos-carmel.jpg,a painting of a cliff with a tree on the edge
1100979.jpg,a painting of a street with a fence and a house
lesser-ury_feldarbeiter-in-th-ringen-1911.jpg,a painting of a road with trees and clouds
13468.jpg,the virgin and child with angels by raphael van der
Abstract_image_2251.jpg,a painting of a green lantern
t3_v6y74p_1.jpg,a painting of a beach scene with people
328_12.png,a red and black abstract painting on a white wall
52813.jpg,a blue and green painting with squares
15670.jpg,the virgin and the infant by giovanni van gogh
507_1.jpg,a man holding a box of religious items
125_4.png,a painting of a vase of flowers on a table
502_1.jpg,a painting of an angel
50341.jpg,a painting of a woman in a white hat
12264.jpg,a painting of a woman in a yellow dress
75516.jpg,the holy family by giovanni de bre
20096.jpg,a painting of a city square with people
00000224.jpg,a lake with mountains in the background
134_5.png,a painting with black and white paint on a beige background
13191.jpg,a painting of a man and two horses in the desert
204_34.png,"a painting with multiple colors and black, red, yellow, blue, and white"
camille-pissarro_pere-gallien-s-house-at-pontoise-1866.jpg,a painting of a woman walking in a field
73713.jpg,a painting of a house in the snow
painting235_1.png,a painting of a sunset over the ocean
51853.jpg,a painting of boats in a harbor
13_174.png,a painting of squares and squares
72589.jpg,"still life with jugs, jugs and apples, 1914 by henri, henri"
1086120.jpg,a painting of flowers in a vase on a table
1038650.jpg,a painting of flowers in a vase on a table
33222.jpg,the washing day by jean - baptiste de'arc
25630.jpg,a painting of a man in a black coat
468.jpg,a painting of a woman holding a baby
9583.jpg,"a striped fabric with blue, yellow and green stripes"
47371.jpg,a painting of a house by a river
97477.jpg,a painting of people walking down a street
1037984.jpg,a drawing of a vase with flowers in it
71435.jpg,a painting of a lighthouse and a lighthouse tower
33462.jpg,a painting of a bird with a stick
83904.jpg,a painting of a house in the middle of a village
81_73.png,a painting with red and blue stripes
4d294a64a7.jpg,a womb in the woods
32203.jpg,a painting of women in a village
61848.jpg,a painting of red flowers on a blue background
21199.jpg,"a painting with a white frame and a pink, green, yellow and blue painting"
the-route-a-vetheuil.jpg,a painting of a road with a church in the distance
17835.jpg,a painting of a house with a tree in the background
1480899234113867383.jpg,a col of a variety of dishes
0382_3.jpg,a painting of a city with people on the water
322_7.png,a piece of paper with a brown background
12628.jpg,a painting of a woman and a horse
353_1.png,a painting of a woman in a gold frame
91533.jpg,a painting of a blue line on a brown surface
21637.jpg,a painting of a man holding a dog
2116_3.jpg,a painting of a man in a yellow vest and red vest
316_8.png,a pink painting on a white wall
63591.jpg,a painting of a man and woman on a boat
0678_3.jpg,"a painting of a man in a white suit and red hat, standing next to a woman in"
1480888428815430537.jpg,people walking down a street in the city
0214_3.jpg,"portrait of a lady, half length, in a brown dress, with a white collar and a"
22739.jpg,a painting of a man in a green suit
2079_3.jpg,a painting of a group of people in a room
203_138.png,a red piece of paper on a white wall
57219.jpg,a woman in a black dress with a red background
2051_mainfoto_05_2.jpg,a man sitting in a chair reading a book
86115.jpg,a painting of a man in a room
218_3.png,a painting with black and white paint on it
34522.jpg,a painting of a woman with a cat and a bird
256_120.png,a painting with a green and blue background
37c3a8a10b.jpg,a small bird perched on a branch
95851.jpg,a painting of a flower on a wall
465_3.jpg,the icon of the mother of jesus
298_73.png,a painting with a red and blue paint on it
1094976.jpg,a painting of flowers on a black background
Abstract_image_2020.jpg,a painting of a group of people in a circle
8_239.png,a painting of a man with a shovel
97769.jpg,a painting of people walking down a street
34856.jpg,a painting of a village with a stream
391_1.jpg,the icon of the holy trinity
15799.jpg,a drawing of a woman holding a child
234_3.png,a white sheet with blue lines on it
1932.jpg,the death of socrates by caravaon
574_1.jpg,the virgin mary of nazareth
135_39.png,a painting with a light bulb hanging from the ceiling
48163.jpg,a painting of a man in a suit and tie
38273.jpg,a painting of a man and woman in a workshop
379_1.jpg,a bronze sculpture of a woman with her hair blowing
1013268.jpg,apples and pears by paul paul
10453.jpg,a painting of boats on the water
1037379.jpg,a painting of a vase of flowers on a table
1083537.jpg,a painting of a park with trees and people
1120320.jpg,a painting of a woman sitting on a chair
33681.jpg,the virgin and child in a tree
1044487.jpg,a painting of a white dove on a blue background
38646.jpg,a painting of a green and blue sky
382_1.jpg,a painting of a mother holding a child
51529.jpg,a painting of a man holding a cat
61925.jpg,a painting of a village with a dog and a man
26160.jpg,the house in the garden by vincent van gogh van gogh van van van van van van van van
00000061_(4).jpg,a rocky beach with rocks and water
