image_id,description
49027.jpg,a painting of a red barn in a field
36022.jpg,the three shepherds by pieter de velde
77296.jpg,a painting of a woman with a large head
271_8.png,a painting of a horse with a blue background
30_7.png,a black and white drawing of a house with the word'house'in the middle
15_29.png,a painting of a mountain with a yellow sky
1100815.jpg,a facebook page with a photo of a painting
27797.jpg,"the cover of the book, the art of the twentieth century"
305_11.png,a drawing of a building with a glass facade
1480886518208813012.jpg,a screenshot of a concert with a red background
41144.jpg,a painting on a wall with a white frame
18066.jpg,a painting of a man in a red coat and green coat
Self-Portrait with Grey Felt Hat.jpg,van gogh van gogh van gogh van gogh van gogh van gogh van gogh van gogh van gogh van
Bellini-circumcision-NG1455-fm.jpg,a painting of a family with a baby
23285.jpg,a painting of a woman in a doorway
1709_3.jpg,a painting of people walking down a street
796.jpg,a painting of people walking on a sidewalk
2343_1.jpg,a painting of a man on a horse with a bird flying above him
17486.jpg,a painting of a dog and a house
t3_v5z7a3_1.jpg,a painting of a crab on a beach
33041.jpg,a painting of a man holding a bird
61979.jpg,a woman holding a vase with flowers in it
19_39.png,a drawing of a tree with a white background
1042509.jpg,a painting of a woman sitting in front of a window
72516.jpg,a painting of a vase and fruit on a table
59661.jpg,"the virgin, by leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo"
1480907559959771950.jpg,a woman with a green and pink shirt
12502.jpg,a black fireplace with a wooden panel
7532.jpg,two japanese paintings
36959.jpg,a painting of a woman sitting in front of a window
79125.jpg,a painting of a tree with many leaves
1648_2.jpg,a painting of two people in formal clothing
92779.jpg,the expulsion of the virgin by jean - louis dey
86157.jpg,a drawing of a flower
245_18.png,"untitled, by joan gla, in the collection of the museum of modern art, new york"
1099414.jpg,a picture of a flower made out of beads
0810_1.jpg,a painting of a woman in a blue dress
16446.jpg,the cr of the cross by giovanni de vecchi
0952_2.jpg,a painting of a woman in a white dress
charles-francois-daubigny_the-river-meuse-at-dordrecht-1872.jpg,a painting of a church on a river
39219.jpg,a painting of a woman laying on a red surface
00000195.jpg,a dirt road
22433.jpg,a painting of a woman in a red dress
320_10.jpg,a statue of a woman with a veil
211_12.jpg,the icon of jesus
321_8.jpg,an engraving of the great pyramid
26407.jpg,a painting of a house on a hill
36914.jpg,a book with a picture of two children on a horse
312_22.png,a blue and white striped wallpaper
0126_2.jpg,a painting of a man in a red cloak
51796.jpg,a painting of a woman in a white dress
39650.jpg,a painting of a woman holding a baby
324_10.png,a painting with different colors and shapes
alfred-sisley_hill-path-1876.jpg,a painting of a road with trees and a sky
vase-of-flowers-1882.jpg,a painting of flowers in a vase
32193.jpg,a painting of a man with glasses and a pipe
96406.jpg,a painting of a nude woman in a nude position
t3_mrcvbi_1.jpg,a painting of a yellow cone and a blue cone
00429_1.jpg,"the olive trees, 1889 by vincent van gogh van gogh van van van van van van van van"
22937.jpg,a painting of a woman in a green dress and a man in a red cloak
85992.jpg,a painting of jesus walking on the mountain
611.jpg,a small icon of the virgin mary and child jesus
223_15.png,a painting with a black and green paint on it
0887.jpg,a painting of a boy holding a bird
2161.jpg,a painting of a man playing a violin
32554.jpg,a painting of a road with trees and buildings
1043309.jpg,a painting of a bowl of fruit and a knife
0974_1.jpg,a painting of a woman in a blue dress
1993_4.jpg,a painting of a man on a horse with a bird flying above him
00000207_(6).jpg,two chairs on a grassy hill overlooking the ocean
24429.jpg,a painting of a square with many different shapes
t3_ijgzij.jpg,claude monet - the seine at argent
51317.jpg,a painting of a man wearing a crown
719_2.jpg,"person, the person, person, person, person, person, person, person, person,"
97431.jpg,a painting of a city street with people walking
1053311.jpg,a painting of flowers in a vase on a table
141_11.png,a white wall with a grid pattern
56892.jpg,a painting of jesus on the cross
83019.jpg,the adoration of the cross by giovanni de bosco
1954_mainfoto_05_3.jpg,the last judgement of christ art print
14454.jpg,a painting of a tree in a field
2_6.jpg,a painting of a house on a hill
t3_vcgfu4_1.jpg,a man in a white shirt
12000.jpg,a painting of a man in front of a store
102_85.png,"a painting with a red, green, blue and yellow strip"
24834.jpg,a painting of a house in the woods
319_7.png,a painting with a black and yellow stripe
28684.jpg,a woman in a red dress is sitting on a balcony
58446.jpg,the persistence of a man by salvador de castro
0442.jpg,a portrait of a man in a black coat and white shirt
35254.jpg,a drawing of a man with a beard
francis-picabia_landscape-paysage.jpg,a painting of a man and a woman in a landscape
1724_3.jpg,a painting of a man in a suit
t3_mr2wnc.jpg,a tin with a painting on it
2361_3.jpg,two young girls in a landscape
t3_va5tc0.jpg,a painting of a woman with polka dots on her face
252_108.png,a red and white painting with a lot of paint on it
85773.jpg,a black and green abstract painting on a white background
183_7.png,a tall orange cardboard tower
602_3.jpg,two girls in blue dresses and red hats
