image_id,description
70.jpg,a bronze sculpture of a woman with her head in her hands
26002.jpg,a painting of a city with buildings and a sky
96033.jpg,a painting of a house on the water
53432.jpg,a painting of a waterfall in the jungle
48505.jpg,a painting of a woman in a wooded
00000070_(3).jpg,a trail leading up to the summit of a mountain
30002296.jpg,a painting of a city with a church in the background
199_17.png,"a painting of a black, green and red abstract"
48080.jpg,a painting of a man with a mustache
t3_t4lza0_1.jpg,a painting of a field with clouds in the sky
1007913.jpg,the holy book of the holy
92906.jpg,a painting of a man in a white robe and a red robe
19493.jpg,a painting of a woman in a white dress
233_6.png,a painting with black and blue lines on it
56903.jpg,a painting of trees in the woods
44232.jpg,a painting of red and green flowers
34598.jpg,a painting of a field with a horse
21825.jpg,a painting of a man in a black coat and white hair
60111.jpg,a painting with a black and blue background
66779.jpg,a black and white painting with a white circle on it
28119.jpg,a woman with a brain on her head
charles-francois-daubigny_washerwoman-near-valdomdois.jpg,a painting of a river with a boat in the water
1093887.jpg,a painting of a table with plates and glasses
2211_mainfoto_05.jpg,a painting of two women in a room
28441.jpg,a painting of trees in a field
1085135.jpg,a painting of flowers in a vase on a table
The Smoker.jpg,selfie van goghen van goghen selfie self self self self self self self self self
13716.jpg,a painting of a woman in a black dress
9448.jpg,a painting of cows grazing in a wooded
53258.jpg,a painting of a woman in a white dress
64936.jpg,a painting of a city with buildings and trees
78836.jpg,a painting of a woman with a red dress
61336.jpg,a tile with a blue and orange design
16006.jpg,two birds and a bird on a branch
259_10.png,a painting of a dark room with blue light
26823.jpg,a drawing of a forest scene
0458_2.jpg,a painting of a city with a large building in the background
paul-gauguin_lollichon-s-field-and-the-church-of-pont-aven-1886.jpg,a painting of a thatched house with a woman and two cows
59971.jpg,a painting of a woman sitting at a table
1377_5.jpg,a painting of a boat in the water
1001435.jpg,the fall of the rebel by ruben dey
41081.jpg,a painting of a mountain landscape
96_2.jpg,"the last judgement of the virgins, from the series of the last judgement of the virgins"
1049682.jpg,a painting of a house in the woods
85049.jpg,a painting of a park with trees and people
Blossoming Almond Branch in a Glass with a Book.jpg,a painting of a vase with flowers in it
claude-monet_the-japanis-bridge-footbridge-over-the-water-lily-pond.jpg,a painting of a green field with trees
293_2.jpg,a small picture of a virgin with pearls and beads
27314.jpg,"a painting with a red, yellow and blue paint spied on it"
280_19.png,a white and orange wall with a grid pattern
285_14.png,a drawing of a flower
36353.jpg,a white square with a diagonal pattern on it
128_18.png,a painting with a white background and a green and yellow stripe
221_22.png,a painting with white and red paint on it
2149.jpg,a painting of a child with a black shirt
416_2.png,a painting on a white wall with a brown and blue background
69171.jpg,a painting of a woman sitting on a bench
393_151.png,a group of fish in the water
alfred-sisley_landscape-1886.jpg,a painting of a landscape with trees and grass
0773_3.jpg,a painting of two people in formal clothing
18117.jpg,a painting of a group of people in a forest
1004431.jpg,a painting of a group of people sitting around a table
1053706.jpg,a painting of a book and flowers on a table
273_28.png,a painting of a white background
41515.jpg,a painting with squares and circles on it
t3_umnvfs.jpg,a painting of a tree and a river
122_0.png,a painting of a square with a yellow and grey square
352_5.jpg,a piece of driftwood
1084593.jpg,a painting of flowers in a vase on a table
33_36.png,a painting with a brown and black paint on it
0386_2.jpg,a painting of a woman in a landscape
34514.jpg,a painting of a mountain scene with sheep and sheep
t3_v0pviq_1.jpg,a painting of a man with a face painted on it
1045681.jpg,a painting of flowers in a vase
3283.jpg,a painting of a woman sitting on the floor
16804.jpg,the virgin with the child by leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo
00000216_(2).jpg,a person walking on a dock at the edge of a lake
81709.jpg,the abduction of the cupidus by caravao
t3_uzcpj2.jpg,a painting of red flowers on a white wall
477.jpg,a painting of the virgin and the virgin
31903.jpg,the interior of the church of san san
1048224.jpg,lilas in a window original fine fine fine fine fine fine fine fine fine fine fine fine fine
20005651.jpg,a painting of people walking on a beach
56480.jpg,a painting of a woman with a white head
white-frost.jpg,a painting of a village with a river and trees
1480886559985090774.jpg,a woman in black sports bra top and leggings
52411.jpg,a painting of a street with buildings and a person walking down the street
50117.jpg,a painting of a room with a chair and a table
11106822.jpg,a painting of a street scene in the city
95192.jpg,a pair of black and white triangles
Road with Cypress and Star.jpg,vincent van gogh van gogh van gogh van gogh van gogh van gogh van gogh van gogh van gogh
alfred-sisley_banks-of-the-loing-at-moret-morning-1888.jpg,the seine at argent by alfred - emile lebas
78_33.png,a painting with red and black paint on it
0986.jpg,a painting of a man in a red coat and white shirt sitting at a desk
marie-christine-d-orl-ans.jpg,a painting of a woman in a white dress
0057_2.jpg,a painting of a woman in a red dress
713_3.jpg,a painting of two women walking on the beach
227_14.png,a room with a man walking through it
22016.jpg,a painting of a city with buildings and a clock tower
297_3.png,a painting of a pink and yellow background
