image_id,description
39546.jpg,a painting of a woman holding a flower
6c571eb6cc.jpg,a gorilla in the jungle eating leaves
1893.jpg,a painting of a man on a horse with a bird flying above him
49787.jpg,a painting on a white surface with a paintbrush
55819.jpg,a woman in a kimono costume with a basket and a bird
26491.jpg,a painting of a mountain range with a cloudy sky
398_21.png,three green and yellow paintings on a white wall
0564_3.jpg,"portrait of a lady, half length, in a brown dress, with a white collar and a"
1082231.jpg,a painting of flowers in a vase on a table
39068.jpg,"the painting of the first president of the united states, the first president of the united states"
1099639.jpg,a drawing of a boat with people on it
6257.jpg,a painting of a landscape with trees and rocks
60718.jpg,"the cover of the album,'the great ga ga ga ga ga ga ga ga ga ga"
francis-picabia_moret-sur-loing.jpg,a painting of a river with trees and a boat
7efed4986e.jpg,a dragon on a stick
00296.jpg,a painting of a green plant with leaves
44655.jpg,a painting of a woman looking at her reflection
16022.jpg,a painting of a yellow and blue abstract
282_18.png,"a painting with a black, green and blue square"
1089912.jpg,a painting of a white pitcher and fruit
87830.jpg,the virgin and child with saint john and mary
Self-Portrait with Pipe and Glass.jpg,a painting of a man with a pipe
303_3.jpg,three figures of a man and woman
312_7.jpg,a coral and sponge sponge on the bottom of a reef
19954.jpg,a painting of trees in the park
66927.jpg,a painting of a boat in the ocean
28_8.png,a painting of a woman with a hat
0778_1.jpg,a miniature portrait of a woman
2153_4.jpg,a red square on a white background
188_9.png,a wooden pole with a large head on top
12361.jpg,a painting of a man in a black suit and tie
9013.jpg,a painting of a young girl in a white dress
00553_1.jpg,a painting of a woman sitting at a table
89071.jpg,a painting of a flower with a white background
180_2.jpg,a drawing of a hot air balloon flying over a city
1480916613824853978.jpg,a man with glasses and a tie on
9_17.png,a black and white painting with a black and white painting
34009.jpg,a painting of a man with a guitar
11109865.jpg,a small house made out of paper and a black and white drawing
1004822.jpg,a painting of a man in a room with a bunch of birds
20228.jpg,a painting of a man on a horse
67_10.png,"a colorful square with a red, yellow and blue square"
0686_3.jpg,a painting of a group of people
14563.jpg,a painting of a river with trees and bushes
00000122.jpg,a black and white photo of a rocky beach
27174.jpg,a painting of a man in a suit and tie
43039.jpg,a painting of a man on a cross in the snow
82096.jpg,a small table with a vase and flowers on it
24531.jpg,the last supper by william blake
203_106.png,a white square shaped paper on a white background
1002642.jpg,a painting of a group of people in a desert
77966.jpg,a painting with blue and red paint on it
152_29.png,a large collection of abstract paintings
2022_2.jpg,a painting of two people in a room
33399.jpg,a painting with a yellow background and a red and yellow square
0837.jpg,portrait of a lady in a black dress by person
14581.jpg,a black and white print of a man on a horse
35441.jpg,a portrait of a woman in a blue dress
259_3.png,a white plate with a bunch of orange and red circles
t3_sx2e0y.jpg,"a woman with long black hair and bangs, wearing a black top"
66028.jpg,a painting of a tree in a city
284_11.png,a painting on a wall with a white frame
t3_s2xgpq_1.jpg,a painting of a field with a house in the background
36467.jpg,selfon selfon selfon self self self self self self self self self self self self self
152_34.png,a painting with a yellow circle on it
23096.jpg,a black and white drawing of a woman
49444.jpg,a painting of a woman holding a baby
1095_4.jpg,a painting of a man with a feathered hat
14440.jpg,a painting of a city at night
1154_1.jpg,portrait of a lady in a black dress
53726.jpg,a painting of boats in the ocean
0615_3.jpg,two young girls in a landscape
92866.jpg,a painting of a red and blue abstract
387_1.jpg,a bronze bust of a woman
9022.jpg,a statue of liberty with a bird on top
63802.jpg,a painting of a horse in the middle of a field
1613_3.jpg,a painting of a man in a red robe holding a staff
91733.jpg,a painting of people in a park
claude-monet_rocks-at-falaise-near-giverny.jpg,a painting of a road with houses and trees
1773.jpg,a painting of two people in formal clothing
54866.jpg,a drawing of a man and two women sitting on a bench
1382_2.jpg,a miniature portrait of a lady
61572.jpg,a painting of a garden with a table and chairs
1480891195395545610.jpg,a dog laying on a bed with a blanket
0132.jpg,a painting of two people in a room
16624.jpg,a painting of a farm with a man and a dog
52558.jpg,a painting of a woman sitting on a rug
57970.jpg,a painting of a woman walking down a path
1012592.jpg,a painting of a street with buildings and trees
5054.jpg,a painting of a man with a mustache
1101121.jpg,a painting of a city with buildings and a boat
49187.jpg,a painting of a woman in a black dress
135_6.png,a painting of a woman with a hat
57050.jpg,a painting of a beach with a boat in the water
1437_2.jpg,a painting of a man sitting in a chair
20176.jpg,a set of six paintings of women with long hair
claude-monet_the-pond-at-montgeron-2.jpg,a painting of trees and water
18871.jpg,a painting of a circle and a square
The Garden of Saint-Paul Hospital 5.jpg,"the olive trees, 1888"
9397.jpg,a painting of trees in the woods
