image_id,description
28672.jpg,a painting of a man with a beard and a red robe
20002615.jpg,a painting on a wall next to a lamp
1009347.jpg,the adoration of the cross by caravaon
24424.jpg,a black and white painting with a black and white design
267_11.jpg,an old illustration of a building on the river
00438.jpg,a painting of a woman in a field
155_17.png,a black and white print with the letter u
0134.jpg,a painting of a tree with figures and figures
86092.jpg,a painting of a woman with a cup and a box
gustave-loiseau_the-normandy-river-1918.jpg,a painting of trees and water
20528.jpg,a painting of people walking in the park
30361.jpg,a painting of a village surrounded by trees
viktor-vasnetsov_yarilin-valley-1885.jpg,a painting of a landscape with trees and flowers
52501.jpg,a painting of a woman sitting on a bench
72108.jpg,a painting of a man on top of a building
claude-monet_the-rocks-of-belle-lle.jpg,"the rocks at pourville, 1882"
19_43.png,a white sculpture on a wooden table
63179.jpg,a painting with a black and white square
1 (2855) 11.28.58.jpg,a woman with headphones on
0521_1.jpg,a painting of a man in a red cloak
1811_4.jpg,a painting of people on a beach
vincent-van-gogh_edge-of-a-wood-1882.jpg,a painting of trees in a forest
1 (1258).jpg,an old man with a beard and a hat
52676.jpg,a blue and yellow rug with a square shape
14839.jpg,a drawing of a woman walking down a street
1051472.jpg,a painting of a flower on a white background
40434.jpg,a painting of two people sitting on a bench
46312.jpg,"the cover of the book, the art of the modern age"
13360.jpg,a woman in a red dress writing a letter
41961.jpg,a painting of three women and a child in a field
109_18.png,a painting of a yellow square with a black square in the middle
153_24.png,a painting with a white and blue background
14532.jpg,a painting of a woman in a blue dress
403_6.jpg,a sculpture of a man with a bow and a deer
45527.jpg,the three archangels by caravaille
1 (2150).jpg,a man with a black hair and green eyes
00000057.jpg,a person walking on the beach at sunset
54350.jpg,a painting of a woman sitting on a rock with a man standing nearby
12323.jpg,a painting of a man and a child
16509.jpg,a painting of mountains and clouds
49810.jpg,a painting of a river with buildings in the background
16223.jpg,"the cr cr, by antonio de ribalto"
00000057_(3).jpg,"the doloma mountains in the doloma valley, doloma, doloma"
87618.jpg,a painting of a group of people playing instruments
33580.jpg,a drawing of a window with a view of a city
70584.jpg,a drawing of a man and woman sitting on a couch
gustave-loiseau_beynac-quay-at-bordeaux.jpg,a painting of a city with a bridge
t3_usfbbl_1.jpg,a painting of a person standing in the rain
11694.jpg,a painting of a woman walking on the beach
47055.jpg,a painting of cows in a wooded setting
49388.jpg,a woman in a white dress and a black and white scarf
217.jpg,a bronze statue of a ballerina
93250.jpg,the adoration of the holy trinity
40405.jpg,a painting of a street in a town
51924.jpg,the four panels of the garden of earthly
1739.jpg,a painting of a city with people in the snow
0980_1.jpg,a painting of a woman in a white dress standing on a bed
31760.jpg,a painting of a woman sitting on a couch
t3_ptxpjr.jpg,a painting of trees in the woods
12094.jpg,"the ann and the ann, by raphael van van van van van van van van van van van"
oleksa-novakivskiy_self-portrait-with-saint-george-cathedral-1933.jpg,a painting of a road with trees and buildings
14373.jpg,a painting with orange and blue on a white background
44221.jpg,a painting of a woman and two men
44306.jpg,a painting of a tree with purple and yellow leaves
298_20.png,a painting of a waterfall
32409.jpg,a painting of people on a pond
72107.jpg,a red and white painting on a white background
1480883856402812054.jpg,a cat laying on a white blanket
423_29.png,a painting of ice on the water
8_199.png,a drawing of a face with a half circle
16445.jpg,the adoration of the cross by retti
Van_Gogh_The_Night_Cafe.jpg,a painting of a restaurant with a pool and a pool table
29510.jpg,a woman reading a book by jean - baptiste
96_18.png,a painting with black and red squares
253_21.png,a painting of a bird flying over a red and green field
40384.jpg,a painting of a blue and white square
1104592.jpg,a painting of a table with a bowl of fruit
56_7.png,a painting of a red and black painting
1853.jpg,a painting of two women in a room
georges-seurat_the-english-channel-at-grandcamp-1885.jpg,a painting of a view of the ocean
t3_v71905_1.jpg,a blue and red blood cell
11095.jpg,a painting of a woman in pink dress
44674.jpg,a white square with blue and white squares
guy-rose_the-cathedral.jpg,a painting of a castle in the background
69419.jpg,a painting of a square with a yellow and blue square
40747.jpg,a painting of a square with many different colors
armand-guillaumin_paysage-crozant-1917.jpg,a painting of a tree in the middle of a field
407_12.png,a blue and white geometric pattern
claude-monet_antibes-seen-from-the-cape-mistral-wind.jpg,a painting of a mountain scene with trees and mountains in the background
24163.jpg,a painting of a group of people in a landscape
97197.jpg,a painting with many different colors and shapes
22328.jpg,a book with a picture of a woman and a man in a white dress
331_15.png,a black and white photo of a door
00269.jpg,a painting of a building with a green and blue background
62282.jpg,a painting on a wall with a red line
79593.jpg,"a painting with green, red and yellow colors"
95086.jpg,a painting of people walking down a street
953_1.jpg,a painting with a sun in the background
11113895.jpg,a painting of a cityscar with a view of the moscow skyline
