image_id,description
283_6.png,a black rug with a pattern on it
00531.jpg,a painting of a woman sitting on a rock
11_10.png,a painting of a vase with flowers in it
11113441.jpg,a painting of a bridge over a river
22992.jpg,a painting of a group of people in a park
13668.jpg,a painting of a man in a red hat
2370.jpg,a painting of a village with a man walking by a thatched house
51168.jpg,a painting with yellow and blue paint
86724.jpg,a painting of a city street with people walking
t3_lx0a5u.jpg,a painting of a beach scene with waves
53751.jpg,a painting with a red background and a green background
70294.jpg,a painting of a vase of flowers on a table
69421.jpg,a painting of a bird on a branch
john-singer-sargent_ilex-wood-majorca-1908.jpg,a painting of a tree with yellow flowers
11118245.jpg,a painting of a city street with cars and people
00000043.jpg,the view from the roof of the building in the center of the town
1042756.jpg,a painting of houses on the water
24888.jpg,a painting of a woman in a garden
20576.jpg,a painting of a man with a cross on his head
1945.jpg,a painting of a landscape with a river and mountains in the background
275_6.png,a piece of fabric with a painting on it
17829.jpg,a drawing of a woman with a cross
26139.jpg,a painting of a man with a beard
379_29.png,a painting of a yellow and blue striped shirt
329_5.png,a piece of paper with a line drawn on it
14374.jpg,a painting of a bird sitting on a window sie
11514.jpg,a painting of a mountain with a man on it
12662.jpg,the virgin and the virgin by after giovanni van derker
20746.jpg,a painting of a girl holding a bucket
56930.jpg,a painting of trees and water in the background
98942.jpg,the ann of the virgin by caravaille
64309.jpg,a painting of a group of people on horseback
6_5.png,"a painting of a boat with a red, yellow and blue stripe"
30079.jpg,a painting of a woman sitting in a chair
11108573.jpg,a painting of a city with buildings and a church
178_8.png,a painting of a green and white abstract painting
54136.jpg,a painting of people sitting on the grass
1036062.jpg,a painting of blue flowers and a book
629_2.jpg,a painting of a road with trees and houses
2_204.png,a painting of a blue background with a large group of fish
58916.jpg,a painting of a farm with a barn in the background
2286_4.jpg,a painting of a git feeding a git
355_19.png,a painting on a wall with a red and green paint
68813.jpg,a woman with long hair and a bird on her shoulder
23225.jpg,a painting of a road with people walking down it
2238.jpg,a painting of a river with buildings in the background
31457.jpg,a painting of a man and woman on a mountain
23_64.png,homage to homage homage to homage homage to homage homage to homage homage to homage homage to homage homage
95087.jpg,a painting of a river with a man in the fore
3155_mainfoto_05_1.jpg,a statue of person in the park
100583.jpg,the assumption of the virgin by giovanni de vecchi
26108.jpg,a painting of a woman holding a fan
58729.jpg,the painting of the baptism of jesus
42053.jpg,a painting with lots of paint on it
245_94.png,a painting of a spiral design on a white background
245_140.png,two drawings by jean jean jean jean jean jean jean jean jean jean jean jean jean jean jean jean
1333.jpg,a painting of a woman laying on the ground
3600_mainfoto_05.jpg,a marble figure of a man and woman
red-houses-at-bjornegaard-in-the-snow-norway.jpg,a painting of a snowy scene with red barns
257_5.jpg,a statue of a man in a garden
19991.jpg,a painting of a woman in a blue dress and hat
00000216_(6).jpg,the mountains are covered in fall colors
74924.jpg,a painting of a man and woman in a room
31157.jpg,a painting of trees and a road
12358.jpg,a painting of people in a field
43_19.png,a piece of paper with a hole in it
alfred-sisley_avenue-of-chestnut-trees-near-la-celle-saint-cloud-1865.jpg,a painting of trees in a field
62146.jpg,a painting of a village with a horse and a man
49685.jpg,a painting of a woman in a white dress
14363.jpg,a painting of a woman sitting in a chair
27891.jpg,a painting of orange and red
388_2.jpg,a painting of the person holding a book
39888.jpg,a painting of people on the beach
2109_2.jpg,a painting of a woman with a broken face
99309.jpg,"a painting with red, black and brown colors"
27850.jpg,a painting of a sunset on the water
12146.jpg,a painting of a woman in a blue hat
40834.jpg,a painting of a house in the woods
173_20.png,a painting of a table with a bowl of food
100638.jpg,apples on a plate by paul paul
3311_mainfoto_05.jpg,"the battle of waterloo, fought by the french army"
13491.jpg,a painting of a man in a black coat and hat
5052.jpg,a painting of a river with boats and houses
551_2.jpg,a painting of a man in a black and white image
0240.jpg,two young girls in a landscape
65761.jpg,a painting of a green and blue color
83887.jpg,a painting of a house with a red roof
55453.jpg,a painting with a brown and blue pattern
19809.jpg,a painting of a woman with a rosary
30502.jpg,a painting of a village with a church in the background
7325.jpg,"the cover of the book, the city of rome"
58823.jpg,a woman sitting on a bench with a fan
39368.jpg,a painting of a man holding a baby
956.jpg,a painting of a beach with a blue sky and mountains in the background
164_8.png,a painting of a flower on a blue background
1514_2.jpg,"portrait of a lady, half length, in a brown dress, with a white collar and a"
77880.jpg,a book with a picture of a building
77855.jpg,a painting with squares and squares on it
2177_1.jpg,a painting of a woman in a circle
281_8.jpg,a statue of a man sitting on a rock
