image_id,description
1595_3.jpg,a painting of a white ball and a green leaf
00510_1.jpg,a painting of a house in the distance
71653.jpg,a painting with a white background and green and yellow paint spied on it
33836.jpg,a painting of a man with a cross on his head
Self-Portrait with Straw Hat 5.jpg,a painting of a man with a straw hat
9_1.png,a drawing of a city with buildings and buildings
konstantin-korovin_beach-at-dieppe.jpg,a painting of a beach with people on the shore
14269.jpg,a painting of two men in black robes
t3_hzex93.jpg,a painting of a body of water with a boat in the background
31494.jpg,a painting of a church on the water
11956.jpg,"a painting with a white background and a red, yellow, blue, and green stripe"
paul-cezanne_mont-sainte-victoire.jpg,a painting of a mountain scene
59334.jpg,a painting of a girl playing a guitar
t3_ffib2d_1.jpg,a painting of a man walking on the beach
36_14.png,a green and red square with a red square on the bottom
41936.jpg,a painting of a landscape with a river and hills
10881.jpg,a black and white drawing of a city
92315.jpg,a small orange square with a small orange dot
11109147.jpg,a painting of a church in the country
8_51.png,a drawing of a man's face
2574.jpg,a painting of a blue ocean with a yellow and green sky
59145.jpg,a blue painting with a white background
42634.jpg,a woman in a green dress sitting on a chair
t3_vcx4a6.jpg,a painting of two halves of fruit on a table
1123173.jpg,a painting of a canal in venice
421_7.png,a painting of a tree with a bird flying over it
1009031.jpg,a painting of a woman holding a baby
64345.jpg,a painting of a woman and child on a bridge
59584.jpg,a painting of a road with a sky in the background
1099926.jpg,a painting of a street with a bicycle
1480890253992509264.jpg,a woman in a black dress standing in front of a citysca
10384.jpg,a painting of a river with boats and buildings
1548_4.jpg,a painting of two people in formal clothing
7113.jpg,a painting of people in a barn
gustave-courbet_view-of-ornans-and-its-church-steeple.jpg,a painting of a church in a field
57609.jpg,a painting of a red and orange background
53088.jpg,a painting of a landscape with mountains and water
20003224.jpg,a painting of a house in the distance with a purple sky behind
233_15.png,"a painting with a white frame and a red, blue, and black abstract painting"
369_12.png,a round orange and blue marble platt
4216.jpg,a painting of a woman in a white dress
42852.jpg,a painting of a flower with a blue background
33625.jpg,a painting on a wall with a black and white frame
7453.jpg,a drawing of a mountain scene with trees and hills
74387.jpg,"the ruins of the cathedral of st paul, paris"
1044566.jpg,the houses of parliament by claude claude
17648.jpg,a painting of a woman with her hands in the shape of a heart
0393_3.jpg,a painting of a man on a horse with a bird flying above him
14796.jpg,a painting of a woman in a red dress
gustave-loiseau_village-road-in-autumn-1911.jpg,a painting of a road with trees and a person walking
28988.jpg,a painting of a woman sitting at a table
1712_5.jpg,the massacre of the french revolution
92434.jpg,"madonna and child, c 1475 - 150"
6081.jpg,a painting with multiple colors and shapes
0835_3.jpg,a miniature portrait of a woman
16086.jpg,a painting of a woman in a dress
302.jpg,a painting of people walking down a dirt road
2039_2.jpg,"portrait of a lady, half length, in a brown dress, with a white collar and a"
139_43.png,a drawing of pink and black lines on a white paper
claude-monet_the-ice-floes.jpg,a painting of a river with ice on it
24573.jpg,a painting of a woman kneeling in the grass
34574.jpg,a painting of a woman on a balcony
1004486.jpg,the cover of the book the last supper
13938.jpg,the dance by henri dupree
00251.jpg,a painting of a woman sitting on a bench
2230_3.jpg,a painting of a rainbow colored strip
1048165.jpg,a painting of a woman sitting at a table
Starry Night Over the Rhone.jpg,starr night over the rhone
12627.jpg,a painting of a book and a pen on a table
61209.jpg,a painting of a mountain scene with clouds
17273.jpg,a painting of a forest with trees and rocks
80_38.png,a painting with red and yellow colors
568.jpg,a painting of a woman with a crown
Portrait of Eugene Boch.jpg,selfie van goghen van goghe selfie self self self self self self self self self
21791.jpg,a painting of people in a butcher shop
59741.jpg,a painting of a man sitting on a bench
1094275.jpg,a painting of a vase with flowers in it
88791.jpg,a blue record with a red disc on it
56_8.png,a painting of a red and brown abstract
50986.jpg,the three children by jean - louis dey
00000220_(3).jpg,a hill with a grassy hill and a blue sky
1561_1.jpg,a landscape with a river and a village
75859.jpg,a painting with pink and red squares on it
1030392.jpg,a painting of a river with a church in the background
354_5.png,a painting of a square with a pattern on it
00323.jpg,a painting of a tree in a field
23192.jpg,a painting with a yellow and purple background
eugene-boudin_the-toques-at-saint-arnoult-1891-1.jpg,a painting of a river with trees and grass
60991.jpg,the cover of the book the mountain of the dead
1905_1.jpg,a painting of a city with buildings and people
1036051.jpg,a painting of flowers in a vase and a pear
233_3.jpg,a sculpture of a woman sitting on a white pedestal
1044689.jpg,a painting of a bowl of fruit and a glass
eugene-boudin_the-shore-at-tourgeville-1893.jpg,a painting of a beach with a boat in the water
50987.jpg,a drawing of a woman sitting in a doorway
0509_1.jpg,a painting of a man in a military uniform
42979.jpg,a painting of a man on a horse
45843.jpg,a painting of a mountain scene with a waterfall
1083522.jpg,a painting of vegetables and meat on a table
childe-hassam_outskirts-of-east-gloucester.jpg,a painting of houses in a village
