image_id,description
56161.jpg,a painting of a house with a staircase
248_14.png,a black and white painting on a white background
1001_4.jpg,a painting of a group of people in a landscape
697.jpg,"the virgin of guadalupe, the mother of guadalupe"
29533.jpg,a drawing of a woman sitting on a chair
33363.jpg,a painting of a river with ducks and geese
38738.jpg,a painting of a mountain with trees and grass
34932.jpg,the ann of the virgin and the ann of the virgin
31ae8d36b6.jpg,a cat with a white face and brown eyes
1048330.jpg,a painting of a snowy scene with people walking
Thatched Cottages.jpg,a painting of houses on a hill
9400.jpg,a polar bear is shown in the center of a blue and red square
83803.jpg,a painting of a city street with people walking around
1220_4.jpg,a painting of a man with a feathered hat
1053520.jpg,a painting of people walking across a bridge
89eafc950c.jpg,a small bird standing on top of a dirt covered ground
60543.jpg,a painting with red and black paint on a white background
54_14.png,a painting of a tree with many leaves
392_19.png,a painting with blue and yellow paint on it
39196.jpg,a painting of a woman with long hair
1002115.jpg,"madonna and child, c 1480 - 1530"
the-tuileries-study.jpg,a painting of a river with trees and buildings in the background
31937.jpg,a painting of a man holding a staff
36855.jpg,"a painting with a red, green and blue border"
1099_5.jpg,a painting of a woman in a blue dress
edward-e-simmons_boston-public-garden-1893.jpg,a painting of a horse drawn carriage in a snowy landscape
1551_3.jpg,a painting of a man reading a book
27774.jpg,a painting of a woman in a black dress and hat
t3_uxudxt.jpg,a painting of a cabin in the snow
37234.jpg,a painting of a woman sitting at a table
t3_qfi432_1.jpg,a painting of a woman in a red dress
WLC_WLC_P549-001.jpg,a painting of a woman in a stable
98610.jpg,a painting of a green wall with a red and yellow paint
27812.jpg,a painting of a mountain lake with boats in the water
33753.jpg,a painting of a man with a beard and a red robe
157_16.png,a white square with a black square in the middle
364_12.jpg,a drawing of a woman and a man sitting in a room
80004.jpg,the raft by jean - baptiste de'medici
12968.jpg,a painting of people outside a house
18263.jpg,a yellow and white marble background
78870.jpg,a painting of a city with a tower
46951.jpg,a painting on paper with a painting of a vase
40867.jpg,a black and white drawing of trees in the woods
vincent-van-gogh_orchard-in-blossom-bordered-by-cypresses-1888-1.jpg,a painting of a street with trees and houses
31_6.jpg,a painting of the person with angels and angels
4343.jpg,a painting of a boy in a red dress and hat
1088771.jpg,"the cover of the book, the art of the modern age"
31727.jpg,a painting of a woman in a boat
64128.jpg,a painting of a field with trees and a house
183_12.png,a red and yellow box sitting on a wooden floor
60178.jpg,two paintings of nudes and a man
ivan-grohar_vrbe-ob-potoku-1911.jpg,a painting of a tree in the snow
135_48.png,a drawing of a woman and a man sitting on a beach
55174.jpg,"the garden at arles, 1888 canvas print"
11364.jpg,a painting of two children in bed
11107431.jpg,a drawing of a cityscar
39836.jpg,a painting of a house in the woods
135_63.png,a painting with many colors and shapes
354_9.jpg,a skull with a skull's head and a skull's face
56022.jpg,a painting of a man with a pipe
1056325.jpg,a painting of a person walking in the snow
18_8.png,a painting of a bird with a red beak
247_4.png,a painting with yellow and white circles
47230.jpg,a black and white painting on a white wall
1967.jpg,a painting of people in a street with lights
11261.jpg,"the adoration of the cross, c 1475 - 150"
30000546.jpg,a painting of a man holding a bow
69921.jpg,a drawing of a woman sitting on a bench
65660.jpg,a painting of a circle with many different colors
81195.jpg,a painting of a road with trees and houses
120_4.png,a painting of birds flying over a field
emily-carr_clearing-1942.jpg,a painting of a mountain scene with trees
224 18.59.20 20.26.19_2.jpg,a painting of a woman holding a child
alfred-sisley_willows-in-a-field-afternoon.jpg,a painting of trees in a field
136_43.png,"person,'homage to the square ', 1969"
1103_5.jpg,a painting of a man in a blue suit and white fur coat
87611.jpg,the adoration of the virgin by giovanni de vecchi
92794.jpg,the virgin and child by jean - louis - auguste - francois - laurent
80807.jpg,a painting of a red square on a wall
1361_2.jpg,a painting of a tent on a hill
24_12.png,a painting of a man in a blue shirt and black pants
t3_kuzzz4.jpg,a painting of flowers in a vase on a table
41782.jpg,a painting of a mountain with a house in the background
41852.jpg,a painting of a river with trees and birds
69938.jpg,a painting of a woman bending on a table
60503.jpg,the adoration of the adoration of the adoration of the adoration of the adoration
13613.jpg,the dome of the church of st peter in the city of prague
1092612.jpg,a black and white drawing of a vase with flowers
1007405.jpg,the virgin and child
20001316.jpg,a painting of a bridge over a river
00000194_(4).jpg,a beach with waves crashing on the sand
0124.jpg,a painting of a woman in a blue dress
claude-monet_the-sailing-boat.jpg,a painting of boats in the water
1811_3.jpg,a painting of people on a beach
32025.jpg,a painting of boats on the beach
10871.jpg,a painting of a street in a village
32847.jpg,a landscape with hills and trees in the background
fields-of-tulip-with-the-rijnsburg-windmill.jpg,a painting of a windmill in a field
1494_3.jpg,a portrait of a young girl
34673.jpg,a painting of a man sitting in a chair
