image_id,description
1047142.jpg,still life with pears and a jug
2239_2.jpg,"portrait of a lady, half length, in a brown dress, with a white collar and a"
23272.jpg,a painting of a vase and a white flower
17229.jpg,the last supper by rer van
15697.jpg,a painting of waves crashing on rocks
1954_3.jpg,a painting of a woman in a purple dress
66895.jpg,a painting of a man with a guitar
37084.jpg,a painting of a woman in a black coat
95670.jpg,"a painting of a square with a red, green, blue and black stripe"
62101.jpg,a painting of a man and his dog by the water
94_17.png,"buy john lewis colour block wallpaper, red / pink online at john lewis"
92801.jpg,a painting of a man sitting at a table
Abstract_image_1910.jpg,a black and white drawing of a pair of gloves
t-c-steele_evening-poplars-1885.jpg,a painting of trees and a road
31950.jpg,a painting of a native man with a spear
39969.jpg,a painting of two women in front of a house
300_7.jpg,bust of emperor augustus ii
59880.jpg,a painting of a city with buildings and people
2085_2.jpg,a painting of flowers in a vase
1140_1.jpg,two young girls in a landscape
14662.jpg,a small wooden frame with a square shape
46246.jpg,a painting of a man on a horse in the mountains
303_18.png,a white sheet with a black border and a white sheet with a black border
2291_4.jpg,a painting of a man in a yellow vest and red vest
82571.jpg,a drawing of a square with a square and a square
1581_2.jpg,a painting of a boat on the water
15866.jpg,a painting of a man with a dog
1634.jpg,a woman reading a book in a room
11121755.jpg,love locks on the bridge
00000318_(4).jpg,a woman walking along the beach in goa
1103149.jpg,a painting of flowers in a vase on a table
48_10.png,a red and white painting with a white figure
433_4.jpg,the icon of the virgin and the virgin
t3_o7pbmu_1.jpg,a brick wall with ivy growing on it
53616.jpg,a painting of a man and woman in a carriage
199_4.jpg,the icon of the virgin mary and child
57181.jpg,a painting of a woman sitting on a hill
vincent-van-gogh_meadow-with-flowers-1888.jpg,a drawing of a field with a house in the background
2189_1.jpg,"portrait of a lady, half length, in a brown dress, with a white collar and a"
24_10.jpg,a mountain range
5786_mainfoto_05_3.jpg,a pair of bronze busts
8_38.png,a painting of a group of people
63902.jpg,a painting of rocks and trees in a forest
87719.jpg,a painting of a city street with people walking
camille-pissarro_the-park-in-charrettes-pontoise-1878.jpg,a painting of a street scene with people and a church
1004404.jpg,a painting of people sitting in a wooded
22176.jpg,a painting of a field with trees and flowers
camille-pissarro_flowering-apple-trees-at-eragny-1888.jpg,a painting of a field with a tree in the background
1082633.jpg,a painting of flowers in a vase on a table
243_3.jpg,a drawing of a man floating in the water
44364.jpg,a painting of trees in the fall
23886.jpg,a painting of a man in a boat
48054.jpg,a painting of a teapot and a teapot
max-slevogt_the-nile-at-aswan.jpg,a painting of boats on the water
1057930.jpg,a painting of a city with buildings and people
39957.jpg,a painting of a woman with a cat
20003342.jpg,a man in a suit and tie standing next to a painting
57246.jpg,a painting with a yellow and black design
40397.jpg,a square shaped painting with a red and blue square
345 18.59.45_1.jpg,a sculpture of a wave on a rock
1630.jpg,a painting of a river with a bridge in the background
38964.jpg,"the cover of the book, the art of the modern age"
1030468.jpg,a painting of a windmill in the water
62346.jpg,a painting of a river with a lot of people
00000112_(5).jpg,a beach at sunset
1120093.jpg,"claude monet, the seine, 1897"
11666.jpg,a painting of a blue sky and a white cloud
1053107.jpg,still life with bottles by jean - baptiste lerochem - reproduction reproduction
1082288.jpg,a painting of flowers in a vase on a table
24568.jpg,the saint reading by raphael van de veld
166_25.png,a red painting with a white background
245_129.png,a drawing of a man in a boat
93836.jpg,a painting of a vase with flowers in it
1876_1.jpg,a painting of a woman and a man sitting at a table
1032977.jpg,a painting of a bowl of fruit and a bottle
16784.jpg,a painting of a woman sitting in front of a mirror
40875.jpg,a painting of a mountain with a boat in the water
46272.jpg,a painting of a woman in blue dress
43744.jpg,a painting of a person sitting at a table
t3_ra7b8f.jpg,a painting of two wild animals running through a field
0740.jpg,two young girls in a landscape
100037.jpg,a black and white square with a square pattern
41765.jpg,a painting of people sitting outside a building
1348.jpg,a painting of two people in formal clothing
82583.jpg,"the cover of the book, the art of the mayas"
57439.jpg,a painting of people walking around a city
441_1.jpg,the icon of the holy trinity
1035913.jpg,a painting of a teapot and a cup
37840.jpg,a painting of three men in uniform on horseback
4469.jpg,a painting of cows grazing on a river
311_1.jpg,a sculpture of a person sitting on a chair
80987.jpg,"a painting of a square with a red, yellow and blue stripe"
30000638.jpg,the rafting of the medusa
claude-monet_cliff-at-grainval-near-fecamp.jpg,a painting of a cliff with boats in the water
10386.jpg,a painting of a man in uniform
314_1.png,a large blue and red painting with horizontal stripes
144_9.png,"a painting of a red, yellow and blue pattern"
camille-pissarro_landscape-with-factory-1867.jpg,a painting of a village with a chimney
30000568.jpg,a painting of a group of people in a wooded
216_5.jpg,a group of people in the nineteenth era
