image_id,description
40004568.jpg,the cover of the book the devil's daughter
102_84.png,a red and blue abstract painting on a white background
201_6.png,a painting of a person in a room
333_6.png,a painting of two dancers in a red and white background
21952.jpg,a large field with a line of red and white circles
11300.jpg,a painting of a mountain scene
11876.jpg,a painting of a green field with trees
31378.jpg,a black and white drawing of a building
GL_GM_146-001.jpg,"the adoration of the cross, person, person, person, person, person, person,"
Two Lovers Fragment.jpg,a painting of two people sitting on a hill
80267.jpg,a painting of a man kneeling in front of a woman
0382_1.jpg,a painting of a city with people on the water
0192_2.jpg,a portrait of a man in a black coat and white shirt
Abstract_image_1902.jpg,a drawing of three flowers on a piece of paper
1057580.jpg,still life with fruit and flowers
172_5.png,a painting with a yellow background
78_38.png,a painting with black and red paint on it
387_4.png,abstract painting framed print
318_2.png,a yellow and purple painting
260_1.jpg,two paintings of the virgin and the virgin
00000011_(3).jpg,a view of the mountains from the top of a mountain
148_1.jpg,a sculpture in a museum with a large metal sculpture on top
t3_k0om3y.jpg,a painting of a river with clouds in the sky
t3_vccl4q_1.jpg,a bunch of black and white rocks on a brown background
1013347.jpg,a painting of a hat and a book
49_3.jpg,a silver rhino statue on a white background
1837_3.jpg,a painting of a mountain scene with a man on a horse
princes-alice-of-england.jpg,a painting of a woman in a white dress
1787_4.jpg,a painting of a group of men in a building
1104268.jpg,a painting of a woman holding a flower
30140.jpg,a painting of a river with rocks and trees
43798.jpg,the virgin mary of nazareth
20005457.jpg,a painting of a city street with a clock tower
393_241.png,a painting with red and green paint on it
177_111.png,a small square with a small yellow line on it
289_1.jpg,sand sculptures at the beach
30000586.jpg,"the fall of the rebel, detail of the sisesi, fresco, rome, c 147"
705_4.jpg,the icon of the virgin and the virgin
39730.jpg,a painting of a girl with flowers in her hands
96365.jpg,a painting with black and pink paint
34362.jpg,a painting of a river with trees and water
42064.jpg,"the cover of the book, the art of the modern age"
84485.jpg,a piece of black marble with a white stripe
152_33.png,a painting with a red circle and a black circle
1 (2607).jpg,a man with glasses and a beard is looking at the camera
29191.jpg,a painting of a village with houses and trees
30002740.jpg,the interior of a church with a painting of a priest
1091017.jpg,a painting of flowers in a vase on a table
205_14.png,a painting of a flower in a white frame
4574.jpg,a drawing of a room with a man and two women
29848.jpg,a painting of a city street with people walking
36311.jpg,gustav klimt - the woman with a fan
13311.jpg,the adoration of the holy
393_66.png,a painting of green and blue paint
1385_1.jpg,"a painting of a man in a top hat and top hat, holding a pipe"
44840.jpg,a painting of a city with boats and people on the water
128_96.png,a painting of a woman with a hat and a striped dress
28373.jpg,a painting of a ship in a stormy sea
16651.jpg,a painting with a black and yellow paint
pierre-auguste-renoir_in-the-garden-of-collettes-at-cagnes.jpg,a painting of trees in a field
57165.jpg,a painting of a woman in a black dress and hat
149_4.jpg,a painting of two people sitting at a table
1047642.jpg,a painting of a red rock in the fog
815.jpg,a painting of a river with trees in the background
73017.jpg,a painting of two men in a courtyard
36530.jpg,the adoration of the cross by caravaon
lucien-pissarro_kew-gardens-london-1892.jpg,a painting of a woman walking down a path
70257.jpg,a painting of a building with stairs
2317.jpg,a painting of two women sitting on a rock
47725.jpg,a painting of a man in a suit and tie
1949_4.jpg,a painting of a woman in a blue dress
julian-alden-weir_landscape-with-seated-figure.jpg,a painting of a tree in the woods
10663.jpg,a red and black painting on a white wall
84578.jpg,a painting of a colorful pattern
34055.jpg,a painting with a red circle and two blue circles
0314_3.jpg,"portrait of a lady, half length, in a brown dress, with a white collar and a"
38667.jpg,the virgin and the virgin by giovanni van gogh
64751.jpg,a painting of a woman in a colorful dress
29237.jpg,a painting of a man in a hat sitting on a chair
53472.jpg,a woman in a kimono robe with a bowl of rice
t3_ums1cn.jpg,a painting of a person sitting at a table
13_4.png,a painting of a man in a hat
54991.jpg,a painting with yellow and green colors
00000086.jpg,a lone tree in the mountains
1042083.jpg,a painting of a vase and a bowl
6237.jpg,a painting of a woman in a fur coat
cezanne_218.jpg,a painting of a man sitting on a chair
35252.jpg,a painting of two men with a dog
72552.jpg,a nat scene with a nat scene on the wall
1480896801149996216.jpg,a painting on a table with a painting of a man
40890.jpg,a painting of a man with a cow
64951.jpg,a painting with a white frame and a red circle
44287.jpg,a painting of a city with a church and a church
37677.jpg,a painting of two men sitting on a red blanket
37_13.jpg,a painting of a man with a hat and a cane
2349_2.jpg,a painting of a woman in a blue dress
34106.jpg,a painting of people sitting at a table
11108570.jpg,a painting of a street scene with people walking by
43146.jpg,a painting of a street scene with people
63270.jpg,a painting of a woman walking down a path
